id,text,label
100695,"너무 좋아요, 나는 여기서 주문 해 왔고 즉시 잘못된 제품에 응답했습니다.",1
100695,나는 항상 여기를 주문하고 잘못된 제품에 즉시 응답하기에는 너무 좋았습니다.,1
100885,사진과같은 효과는 없음 그냥 센타 가세요 참고로 3번 반복함 내가 ㅂㅅ인가? 암튼 별로네요,0
100885,사진과 같이 효과가 없습니다. 그냥 중앙으로 가십시오. 어쨌든 좋지 않습니다,0
100885,"사진은 효과가 없습니다. 그냥 중앙으로 돌아갑니다. 어쨌든, 그것은별로 좋지 않습니다",0
100885,이미지로서는 영향을 미치지 않습니다. 그냥 중앙으로 가십시오. 어쨌든 좋지 않습니다,0
100885,"이미지와 같은 효과는 없습니다. 그냥 중앙으로 가십시오. 어쨌든, 그것은 좋지 않습니다",0
100915,재구매 전 번에 구매해 너무 맛있게먹어 두번째 주문 이지만 역시 좋고 맛 있습니다.더 주문 할 수 없어 아쉽네요 배송도 빠르고 잘 먹겠습니다. 감사합니다,1
100915,"다시 구매하기 전에, 그것은 부차적이지만 맛있고 맛있습니다. 감사합니다",1
100915,재구매하기 전에 구매하기 전에 두 번째 주문이지만 훌륭하고 맛있습니다. 감사합니다,1
100915,구매하기 전에 구입하기 전에 2 차 주문이지만 좋고 맛있습니다. 감사해요,1
100980,산지 한달이 되가는데 냄새가 아직도 나요. 아기랑 같이 자는데 환기를 계속 시키는데도 냄새가 심해요..ㅠ,0
100980,한 달이 지났기 때문에 한 달이 지났습니다. 나는 아기와 함께 자고 있지만 환기를 유지하는 것은 나쁜 냄새가납니다.,0
100980,한 달이 지난 한 달이 지났습니다. 나는 아이와 함께 자고 있지만 환기를 유지하기가 어렵습니다.,0
100980,한 달이 지났는데 한 달이 지났습니다. 나는 아기와 함께 자고 있지만 환기를 유지하는 것은 나쁜 냄새가납니다. ㅠ,0
100980,산의 한 달이 지났기 때문에 한 달이 지났습니다. 나는 아기와 함께 자고 있지만 환기를 유지하는 것은 나쁜 냄새가납니다.,0
100980,산의 한 달 이후 한 달이 지났습니다. 나는 아기와 함께 자고 있지만 환기 냄새가 나쁘다 ..,0
100982,양이 많다고 써있었으나 진짜 별로 안들어있고 짜고 이게 무슨맛인지도 모를 맛이었어요.,0
100982,그것은 많이 쓰여졌지만 실제로 듣지 못했고 맛이 좋은 맛을 보았습니다.,0
100982,그것은 많이 썼지 만 실제로 듣지 못했고 맛을 맛 보았습니다.,0
100982,그것은 많이 쓰여졌지만 실제로 듣지 못했고 내가 아는 것을 시도했습니다.,0
100982,그것은 많이 쓰여졌지만 실제로 듣지 못했고 나는 내가 맛본 것을 맛 보았다.,0
100982,그는 많은 글을 썼지 만 나는 실제로 그를 듣지 못했고 그가 맛본 것을 맛 보았습니다.,0
101020,벌써 한쪽이 빠져서 사라져 버렸네요! 클립이 좀 많으면 좋겠는데 갯수만큼만 있어서 전혀 소용이 없네요 더 보내줄 수 있는지 알고 싶습니다.,0
101020,한쪽은 이미 누락되어 사라졌습니다! 클립을 많이 갖는 것이 좋지만 숫자만큼 좋기 때문에 전혀 쓸모가 없습니다.,0
101020,측면이 사라지고 사라졌습니다! 많은 편집을하는 것이 좋지만 숫자만큼 좋기 때문에 전혀 쓸모가 없습니다.,0
101020,한쪽은 이미 누락되어 사라졌습니다! 클립을 많이 갖는 것이 좋지만 숫자만큼 좋기 때문에 쓸모가 없습니다.,0
101028,생각보다 많이 들어가긴 한데 진짜 커요 ㅋㅋㅋ 여행가서 캐리어위에 얹어쓰기는 좋은데 평상시에 들고다니기는 너무 부담스러운 크기 ㅋㅋ 아이보리지만 때는 별로 안탑니다 ㅎㅎ,1
101028,"그것은 내가 상상했던 것보다 훨씬 더 많지만, 여행하고 그것을 운송 업체에 놓는 것은 정말 행복하지만 너무 무겁습니다.",1
101028,"그것은 내가 생각했던 것보다 훨씬 더 많지만, 정말 큽니다.",1
101028,그것은 내가 생각한 것보다 훨씬 많지만 정말 훌륭합니다.,1
101028,내가 생각했던 것보다 훨씬 많지만 정말 큽니다.,1
101062,초등2학년 아들이 너무 좋아하네요~배송도 빠르고 좋았어요~,1
101062,나는 내 2 학년 아들을 좋아한다 -배달은 빠르고 좋았다 ~,1
101062,나는 두 번째 해 아들을 사랑합니다 ~ 배달은 빠르고 좋았습니다 ~,1
101062,나는 2 학년 아들을 너무 좋아한다 ~ 배달은 빠르고 좋았다 ~,1
101062,나는 2 학년 아들을 매우 좋아한다 ~ 배달은 빠르고 좋다 ~,1
101062,나는 2 학년 아들을 좋아한다 ~ 배달은 빠르고 좋았다 ~,1
101122,배송 개떡같이 함. 항의하니 죄송하단 말은 일절 없고 그럼 취소해 드리께요. 똥배짱,0
101122,운송 케이크처럼. 항의를 후회하므로 취소하겠습니다. 똥,0
101122,운송 케이크처럼. 항의해서 미안 해요. 취소하겠습니다. 똥,0
101122,운송 케이크처럼. 항의해서 미안 해요. 취소하겠습니다. 덫,0
101122,케이크를 운송하는 것처럼. 항의해서 죄송합니다. 취소하겠습니다. 똥,0
101237,완전 별로네요 침대에 깔리는 부분은 괜찮은데 메트리그 돛는 천은 광목인듯...완전 싼티나네요...엄마한테 선물드렸는데 가서 보니 너무 이상해서 버리고 새로 사드렸습니다,0
101237,이것은별로 좋지 않습니다. 침대의 부품은 매우 좋지만 Metropolis Alliance의 돛은 빛과 같습니다.,0
101237,별로 좋지 않습니다. 침대의 조각은 좋지만 Met League의 항해는 빛과 같습니다.,0
101237,별로 좋지 않습니다. 침대 조각은 괜찮지 만 Met League의 촛불은 빛과 같습니다.,0
101237,별로 좋지 않습니다. 침대의 부품은 괜찮지 만 Met League Sail은 빛과 같습니다.,0
101237,별로 좋지 않습니다. 침대의 일부는 괜찮지 만 Met League의 돛은 빛과 같습니다.,0
101261,바지를 입었을때 핏이 너무.이뻐요. 아이꺼 추가 주문하려고 들어왔다가 후기 남기고 갑니다^^,1
101261,바지를 사용할 때 조정이 너무 아름답습니다. 추가 아이를 주문하고 리뷰를 남겨 둡니다 ^^,1
101261,바지를 입을 때 착용감이 너무 예쁘다. 나는 추가 아이를 주문하고 리뷰를 남기기 위해 와서 ^^,1
101261,바지를 입을 때 조정이 너무 예쁘다. 추가 아이를 주문하고 리뷰를 남겨 둡니다 ^^,1
101261,바지를 입을 때 착용감은 너무 아름답습니다. 들어 와서 여분의 아이를 주문하고 의견을 남겨주세요 ^^,1
101261,바지를 입을 때 착용감은 매우 아름답습니다. 추가 어린이를 주문하고 리뷰를 남깁니다 ^^,1
101330,허접해요 좀 많이 허접합니다 제품 사출 표면도 스크레치 많고 비추합니다 사지마세요 진짜 사지마세요 끗,0
101330,조금 가득 차 있습니다. 조금 가득 차 있습니다.,0
101330,약간 혼잡합니다. 약간 혼잡합니다.,0
101330,약간 붐비는. 약간 붐비는.,0
10136,원하던 패드에요. 아기 자라면 더큰 사이즈로 재구매해야겠어요,1
10136,이것은 당신이 원하는 쿠션입니다. 자라면 더 큰 크기로 구입해야합니다.,1
10136,이것은 당신이 원하는 패드입니다. 자라면 더 크게 구입해야합니다.,1
10136,당신이 원하는 패드입니다. 자라면 더 큰 크기로 구입해야합니다.,1
10136,그것은 당신이 원하는 패드입니다. 성장하면 더 큰 크기로 구입해야합니다.,1
101580,이건 타일에만 붙이라고 안내사항에 쓰시던가하세요. 결국 안쓰고 반품했는데 이미 벽에 붙였던거라며 반품비도 못받았어요. 벽지엔 절대 안붙는다고 기재하셨으면 좋겠네요. 시트지작업하고도 붙여봤는데 안 붙습니다. 떨어져요. 무게를 못견뎌요.,0
101580,"설명에서 타일에 연결하는 데 사용하십시오. 결국, 나는 돌아와 돌아 왔지만 벽에 매달렸다. 당신이 벽지에 있지 않기를 바랍니다. 나는 종이를 사용하려고했지만 붙이지 않을 것입니다. 쓰러졌습니다. 무게를 측정 할 수 없습니다.",0
101580,"타일에 연결하는 절차로 사용하십시오. 마침내, 나는 돌아와서 돌아 왔지만 이미 벽에 붙어있었습니다. 나는 당신이 벽지에 있지 않기를 바랍니다. 나는 시트 종이로 작업하려고했지만 고집하지 않았습니다. 쓰러지 다. 나는 체중이 없다.",0
101580,"지침에 사용하여 모자이크에 첨부하십시오. 결국, 나는 돌아와 돌아 왔지만 이미 벽과 연결되어있었습니다. 나는 당신이 벽지에 있지 않기를 바랍니다. 나는 종이 시트로 작업하려고했지만 준수하지는 않습니다. 넘어집니다. 나는 무게가 없다.",0
101580,"타일에 부착하려면 지침에 사용하십시오. 결국, 나는 돌아와 돌아 왔지만 이미 벽에 붙어 있었다. 나는 당신이 벽지에 있지 않기를 바랍니다. 시트 용지로 작업하려고했지만 고정되지는 않습니다. 떨어진다. 나는 무게가 없다.",0
101755,이제품 사지마세요 진짜 제가 온라인으로 구입많이하는데 이제품이 최악이네요 알류미늄도 그냥 휘고 조립하기도 불편합니다 중국제품이라 역쉬나 정말사면후회합니다 천도미완성으로왓네요,0
101755,나는이 제품을 사지 않고 실제로 온라인으로 구매하지만이 제품은 최악입니다. 알루미늄은 구부리고 조립됩니다.,0
101755,이 제품을 사지 말고 온라인으로 구매하지만이 제품은 최악입니다. 알루미늄은 굴곡과 조립 만.,0
101755,이 제품을 사지 말고 온라인으로 실제로 구매하지만이 제품은 최악입니다. 알루미늄은 단지 굽히고 조립됩니다.,0
101755,이 제품을 사지 말고 온라인으로 실제로 구매하지만이 제품은 최악입니다. 알루미늄은 구부러져 조립됩니다.,0
101878,"배송도 빠르고 편백향도 좋은데, 마감이 잘 안되어서 손에 가시박힐지경이네요? ㅠㅠ",0
101878,배달은 빠르고 Sypress는 좋지만 마무리는 좋지 않습니다. ㅠ,0
101878,배달이 빠르고 사이프러스가 좋지만 마무리는 좋지 않습니다. ㅠㅠ,0
102213,빵빵 잘 터지네요. 다만 배터리 소모가 빠른거 같애요. 그래도 보조배터리 챙겨주셔서 잘 썼습니다^^*,1
102213,종종 터지는 것입니다. 그러나 배터리 소비가 빠르다고 생각합니다. 그래도 보조 배터리를 관리하기 위해 잘 썼습니다 ^^*,1
102213,잘 터져 나옵니다. 그러나 배터리 소비가 빠르다고 생각합니다. 그래도 보조 배터리를 돌보는 데 잘 썼습니다 ^^*,1
102213,그것은 깨집니다. 그러나 배터리 소비가 빠르다고 생각합니다. 그러나 보조 배터리를 관리해야하기 때문에 글을 잘 씁니다 ^^*,1
102213,잘 폭발합니다. 그러나 배터리 소비가 빠르다고 생각합니다. 그럼에도 불구하고 나는 보조 배터리를 돌보는 데 잘 썼습니다 ^^*,1
102213,잘 분해됩니다. 그러나 배터리 소비가 빠르다고 생각합니다. 그러나 나는 보조 배터리를 돌보기 위해 잘 썼다 ^^ *,1
102229,재구매 배송 완전 빠르고 가격도 저렴하고 좋아요!! 항상 구매하는 곳입니다. 감사합니다.,1
102229,배송 구매는 완전히 빠르고 저렴하며 좋습니다! 교차로 항상 구매됩니다. 감사해요,1
102229,재구매 배송은 완전히 빠르고 저렴하며 좋습니다 !! 그것은 항상 구매됩니다. 감사합니다,1
102229,구매 배송은 완전히 빠르고 저렴하며 좋습니다 !! 항상 구입합니다. 감사해요,1
102229,재구매 배송은 완전히 빠르고 저렴하며 훌륭합니다 !! 항상 구매됩니다. 감사합니다,1
102321,중2 아들에게 낙낙하니 잘 앚네요. 저렴한 가격에 잘 산것 같아요.,1
102321,두 자녀의 아들에게 떨어지는 것이 좋습니다. 나는 저렴한 가격으로 그것을 잘 구입했다고 생각합니다.,1
102321,내 2 명의 아들에게 떨어지는 것이 좋습니다. 나는 저렴한 가격으로 그것을 잘 구입했다고 생각합니다.,1
102321,내 중간 아들 2로 떨어지는 것이 좋다. 나는 저렴한 가격으로 그것을 샀다고 생각한다.,1
102321,중간에 두 아들에게 빠지는 것이 좋습니다. 나는 저렴한 가격으로 그것을 잘 구입했다고 생각합니다.,1
102520,메인제목은 호박고구마라고 해놓고 정작 온건 전혀 호박고구마가 아니네요. 당연 호박고구마보다 부드럽거나 달지는 않구요. 그냥 고구마예요. 호박이란 단어는 빼시면 좋을 듯.,0
102520,"주요 제목은 호박 고구마가 아닌 호박 고구마입니다. 물론, 호박 고구마보다 부드럽거나 달콤하지도 않습니다. 단지 고구마입니다. 호박이라는 단어가 좋습니다.",0
102520,주요 제목은 호박 고구마가 전혀 호박 고구마가 아닙니다. 당연히 호박 고구마보다 부드럽거나 달콤하지 않습니다. 단지 고구마. 호박이라는 용어는 매우 좋습니다.,0
102520,주요 제목은 호박 고구마이며 호박 고구마가 아닙니다. 당연히 호박 고구마보다 부드럽거나 달콤하지 않습니다. 단지 고구마입니다. 호박이라는 단어가 좋습니다.,0
102520,주요 제목은 호박의 고구마이며 전혀 달콤한 호박 감자가 아닙니다. 당연히 부드러운 호박 감자보다 부드럽거나 부드럽 지 않습니다. 단지 고구마 일뿐입니다. 호박이라는 단어가 좋습니다.,0
102553,잘생각하고 사새요 저급형이에요 최고급형이 아니라 다른 저렴한 나토 반드랑 두깨만 다를뿐 다를개 없네오 다들 잘 생각해서 ㅝ구입하세요,0
102553,"그것에 대해 생각하면, 그것은베이스이며, 그것은 최고는 아니지만 다른 저렴한 나토 맥주와 두 개의 참깨와 다릅니다.",0
102553,잘 고려하십시오. 그것은 최고가 아니라 최고는 아니지만 다른 저렴한 맥주와 두 개의 참깨와 달리입니다.,0
102553,"조심스럽게 생각하십시오, 그것은 낮은 일이며, 최고는 아니지만 다른 저렴한 NATO Brews 및 두 개의 참깨와 다릅니다.",0
102553,"그것에 대해 잘 생각하십시오, 그것은 낮은 일입니다. 최고는 아니지만 다른 저렴한 NATO Brew 및 두 개의 참깨와 다릅니다.",0
102553,"그것에 대해 생각하십시오, 그것은 저가이며, 최고는 아니지만 다른 저렴한 NATO 맥주 및 두 개의 참깨와 다릅니다.",0
102578,코팅을 해도 얼룩이 생기네요 기대가 컷나봅니다 하나 안하나 일주일만 지나면별차이 없는듯,0
102578,코팅을하면 얼룩이 생길 것입니다. 기대가 줄어 듭니다.,0
102578,코팅을하면 얼룩이 있습니다. 자르기를 바랍니다.,0
102578,안감을 만들면 얼룩이 있습니다. 기대치가 줄어 듭니다.,0
102578,코팅하면 먼지가있을 것입니다. 기대가 줄어 듭니다.,0
102578,코팅을하는 경우 얼룩이 있습니다. 기대치가 줄어 듭니다.,0
102621,너무 이뻐요~~~~ 선물용으로 주문했는데 좋아할거 같아요~~~ 너무 맘에 듭니다~,1
102621,너무 예쁘다 ~~~~ 나는 선물을 위해 주문했지만 나는 그것을 좋아한다고 생각한다 ~~~ 나는 그것을 너무 좋아한다 ~,1
102621,너무 아름다워 ~~~~ 선물을 주문했지만 좋아한다고 생각합니다 ~~~ 나는 그것을 아주 좋아합니다 ~,1
102621,너무 예쁘다 ~~~ 나는 선물을 위해 주문했지만 나는 그것을 좋아한다고 생각한다 ~~~ 나는 그것을 너무 좋아한다 ~,1
102768,아무리 주문이 마니 밀려서 오래걸린다지만 거의 한달만에 받을만한 맛이 아니네요,0
102768,주문이 추방되어 오랜 시간이 걸리지 만 거의 한 달 동안 맛이 없습니다.,0
102768,주문이 밀려 나기 때문에 시간이 오래 걸리지 만 거의 한 달 안에 맛이 없습니다.,0
102768,주문이 쏟아지기 때문에 시간이 오래 걸리지 만 거의 한 달을 알지 못합니다.,0
102768,주문이 시작 되었기 때문에 시간이 오래 걸리지 만 맛은 거의 한 달의 맛과 그리 멀지 않습니다.,0
102786,과일담궈놓으면 농약인지뭔지 기름이 둥둥뜹니다 이게 농약을 빼주는건지 아니면 어떤 화학작용으로 이런게 생기는건지는 잘모르겠으나 기분은 좋아요,1
102786,과일 이야기를 넣으면 살충제 또는 기름입니다. 이것이 살충제를 복용하는지 또는 어떤 종류의 화학 제품이 일어날 지 모르겠지만 기분이 좋습니다.,1
102786,"과일 이야기를 넣으면 살충제 또는 기름입니다. 이것이 살충제를 죽이는 것인지 아니면 무슨 일이 있었는지 모르겠지만 무슨 일이 있었는지 모르겠지만, 나는 아주 기분이 좋다",1
102786,과일 이야기를 썼다면 살충제 또는 기름입니다. 이것이 살충제를 꺼내고 있는지 또는 어떤 종류의 화학 물질이 발생하는지 모르겠지만 기분이 좋아요.,1
102786,과일 이야기를 넣으면 살충제 또는 기름입니다. 이것이 살충제를 제거하는지 또는 어떤 종류의 화학 물질이 일어날 지 모르겠지만 기분이 좋습니다.,1
102786,과일 이야기를 썼다면 살충제 또는 기름입니다. 살충제를 제거하는지 또는 어떤 유형의 화학 물질을 제거하는지 모르겠지만 기분이 좋습니다.,1
102831,가격보다 큰 성능을 기대했던것 같습니다 내구도가 많이 아쉽네요.. 저가형 여러개 사서 자주 교체하는걸로..,0
102831,나는 가격보다 더 큰 성능을 기대하고 있다고 생각합니다.,0
102831,나는 가격보다 더 큰 성능을 기다리고 있다고 생각합니다.,0
102899,바닥이맞지않아 교환했었는데 새로온것도 좀 삐그덕거리네요 원래그런건가해서 그냥쓰기로했어요 디자인이뻐요^^,1
102899,그들은 바닥이 옳지 않았기 때문에 교환했지만 약간 삐걱 거렸다. 나는 그것을 쓰기로 결정했다.,1
102899,바닥이 옳지 않아 교환되었지만 약간 삐걱 거렸다. 나는 그것을 쓰기로 결정했다.,1
102899,바닥이 틀렸기 때문에 교체되었지만 약간 약간의 것이 었습니다. 나는 그것을 쓰기로 결정했다.,1
102899,나는 땅이 맞지 않아서 교환되었지만 약간 삐걱 거렸다. 나는 그것을 쓰기로 결정했다.,1
102899,내가 교환 한 이유는 바닥이 잘못 되었기 때문 이었지만 약간 삐걱 거리는 소리였습니다. 나는 그것을 쓰기로 결정했다.,1
102956,다른 제품은 잘 왔는데 머그컵 펌이 깨져서 왔어요ㅜㅜ 포장은 꼼꼼하게되서 왔는데 ㅜㅜ 하지만 바로 응대해주셔서 감사합니다. !,1
102956,다른 제품은 매끄럽지 만 컵 회사는 컵의 손상으로 인해 왔습니다. 모직 천,1
102956,다른 제품은 잘됐지만 컵의 회사는 컵이 깨지기 때문에 나왔습니다. !,1
102956,다른 제품은 순조롭게 진행되었지만 머그잔 머그잔이 부러 졌기 때문에 머그 회사가 왔습니다. !,1
102956,다른 제품은 잘됐지만 컵 회사는 깨진 컵 때문에 왔습니다. !,1
103019,공간활용은 좋아요..높이가 살짝 아쉽네요..접시나 조리도구 정도 들어가요,1
103019,공간 사용이 좋습니다. 높이는 약간 실망 스럽습니다.,1
103019,공간 사용이 좋습니다. 높이는 약간 불행합니다.,1
103019,공간 활용률은 매우 좋습니다. 높이는 약간 불행합니다.,1
103019,우주 활용이 좋습니다. 높이는 약간 불행합니다.,1
103019,공간의 사용은 좋습니다 ... 높이는 약간 불행합니다.,1
103046,whgtmqslek. ㄷ아ㅡㅁ에도구매할게요~! wghdkdy~! whgtmqslek. whgkdy`!,1
103046,whgtmqslek. 나는 그것을 at ah ㅡ ㅁ ~에서 살 것이다! whghdkdy ~! whgtmqslek. whgkdy`!,1
103046,whgtmqslek. 나는 그것을 at ah ㅡ ㅁ ~에서 살 것이다! wghdkdy ~! whgtmqslek. whgkdy`!,1
103046,"whgtmqslek. 나는 그것을 살 것이다, 오, 나는 그것을 살 것이다! wghdkdy ~! whgtmqslek. whgkdy`!",1
103088,재구매 아직까지는 잘붙어있지만 고압세척으로 세차시 떨어질까봐 조심 해야하는 불안감은 있네요,1
103088,"그것은 여전히 ​​재구매에 잘 붙어 있지만, 고압 세척으로 차를 씻을 때 떨어질 때 조심해야한다는 불안이 있습니다.",1
103088,"그것은 여전히 ​​재구매에 연결되어 있지만, 고압으로 자동차를 청소할 때는 떨어질 것이라고 조심해야합니다.",1
103088,"그것은 여전히 ​​재구매에 잘 부착되어 있지만, 고압 세척으로 자동차를 내릴 때 내려 가기 위해 조심해야한다는 불안이 있습니다.",1
103088,"그것은 항상 획득에 잘 붙어 있지만, 고압 세척으로 차를 씻을 때 내가 떨어지는 것에주의를 기울여야한다는 불안이 있습니다.",1
103088,그것은 여전히 ​​재구매에 부착되어 있지만 고압 세척으로 자동차를 씻을 때 떨어질 때 조심해야한다고 걱정합니다.,1
103242,조금 비싼감이 있지만 고급진 디자인에 좋은 분사력이 맘에 드네요 아숴운점은 배송이 너무 느리다는 접입니다,1
103242,약간 비싸지 만 고급 디자인 우수한 스프레이 파워를 좋아합니다.,1
103242,약간 비싸지 만 가스 설계가 높은 스프레이 파워를 좋아합니다.,1
103339,배송지 변경부분 바로 처리해줘서 cs처리는 최고인데 사진보시면 새베개인데 뭔가 묻어있네요.. 귀찮아서 그냥 사용하지만 제대로 검수해야할듯 싶네요,1
103339,CS 처리는 즉시 처리되므로 가장 좋습니다.,1
103339,CS 처리는 즉시 처리되기 때문에 가장 좋습니다.,1
103339,CS 치료는 즉시 치료되기 때문에 최고입니다.,1
103373,재구매 향도 너무 강하지 않고 염색도 골고루 되고 무엇보다 가격이 착해서 친구들 모두 강추했더니 다들 만족스러워 하네요..,1
103373,재구매의 향기는 너무 강하지 않고 염색이 균일하며 가격이 우선적 이므로이 모든 것에 권장됩니다.,1
103373,재구매 아로마는 너무 강하지 않고 염색이 균등하게 균등하며 가격이 무엇보다 좋으므로 모든 것이 권장됩니다.,1
103373,재구매 아로마는 너무 강하지 않고 염료가 균일하며 가격이 무엇보다 좋으므로 모두 권장됩니다.,1
103373,구속 향상은 너무 강하지 않고 염료가 균일하게 균일하고 가격이 우선적으로 좋으므로 모든 것이 권장됩니다.,1
103373,재구매의 향기는 너무 강하지 않으며 염색은 균일하고 균일하며 가격은 다른 것보다 낫기 때문에 모든 것이 권장됩니다.,1
103433,원래 와사비 아몬드 좋아했는데 역시나 완벽해요 알싸하고 짭쪼롬해요,1
103433,"원래, 나는 와사비 아몬드를 좋아했지만 완벽합니다.",1
103433,"원래, 나는 와사비의 아몬드를 좋아했지만 완벽합니다.",1
103433,처음에는 와사비 아몬드를 좋아하지만 이것은 완벽합니다.,1
103482,가격대비 그냥 괜찮아요 애플펜슬이랑은 그래도 확실히 다른거같아요 편하게 막쓸만해요,1
103482,가격은 괜찮지 만 사과 연필과는 확실히 다릅니다.,1
103482,가격은 괜찮지 만 사과 연필과는 분명히 다릅니다.,1
103482,가격은 좋지만 사과 연필과는 정말 다릅니다.,1
103482,가격은 괜찮지 만 Apple Pencil과 분명히 다릅니다.,1
103550,실밥이 너무 튀어나와있고 확장하면 지퍼가 많이 엉성해요 ㅠㅠ,0
103550,이음새가 너무 많이 붙어 있고 지퍼가 팽창 할 때 너무 나쁩니다.,0
103550,이음새가 너무 많이 붙어 지퍼가 발생할 때 너무 나쁩니다.,0
103550,이음새가 너무 많아 지퍼가 팽창 할 때 매우 나쁩니다.,0
103550,이음새가 너무 많고 확장 할 때 지퍼가 매우 나쁩니다.,0
103550,이음새가 너무 많이 붙어 지퍼가 팽창 할 때 너무 나쁩니다.,0
103560,중간에 끈 탈락해서 쓰지도 못함. 핀 찾지도 못하고 그냥 버림 어휴..,0
103560,중간에 떨어 졌기 때문에 사용할 수 없습니다. 나는 핀을 찾지 ​​못하고 버려 버렸다 ...,0
103560,중간에 떨어 졌기 때문에 사용할 수 없습니다. 나는 핀을 찾지 ​​못하고 단순히 던졌습니다 ...,0
103560,나는 중간에 떨어져서 그것을 사용할 수 없었습니다. 큰 바늘을 찾을 수 없어서 버릴 수 있습니다 ...,0
103560,중간에 떨어져서 사용할 수 없습니다. 나는 핀을 찾지 ​​못하고 버려 버렸다 ...,0
103560,중간에 버려서 사용할 수 없습니다. 나는 핀을 찾지 ​​못하고 던질 수 없었다 ...,0
10358,너무 얇고 다찢겨지고 붙힌지오분만에 두개떨어졌네요 디쟌은 이쁜데 그냥그래요,0
10358,너무 얇고 찢어졌고 찢어졌으며 2 분이 지났습니다.,0
10358,너무 얇고 찢어졌으며 찢어졌으며 2 분이 걸렸습니다.,0
10358,너무 얇고 찢어졌으며 찢어졌으며 2 분이 지나갔습니다.,0
10358,너무 얇고 찢어졌으며 찢어졌으며 2 분이 지났습니다.,0
103623,재구매 재구매 상품입니다만..포장은 꼼꼼히 돼있었으나 여기저기 흠집난 걸 보내주셨네요 -_-; 얼마 안하기도 하고 귀찮아서 그냥 씁니다만 설마 하자반품 된거 그대로 파는건 아니죠?!,0
103623,이것은 재구매 제품이지만 포장은 매우 조심 스럽지만 어디에서나 스크래치를 보내십시오. 너무 오래 걸리지 않으며 매우 번거 롭지 만 지금처럼 판매하지는 않습니다.,0
103623,그것은 재구매 제품이지만 포장은 조심했지만 모든 곳에서 스크래치를 보냈습니다. 너무 길지 않고 성가 시지만 그대로 판매하지 않습니다.,0
