id,text,label,pred
5328,배송빨랐고요. 케이스 장착 했을때밀리거나 하지 않고 잘 맞았습니다. 첨에 기포가 조금 있었는데 잘 눌러 붙이고 하루정도 지나니 깔끔하게 다 붙었습니다,1,0
5377,재구매 원룸임대라 순차적으로 바꿀생각이었는데 에어컨은 설치 기사를 잘만나야 한다는걸 알았네요 재구매는 3번째 구매는 안하는걸로 하겟습니다,0,0
5409,전체길이가 짧고 밑칸에 신발넣으면 신발이 구겨짐...ㅠㅠ 별로인듯....보통운동화도 혓바닥부분 전부 구겨서 들어가는 느낌 ㅠㅠ,0,0
5761,가격 3만원대 오바예요. 2만원 중반대면 이해가는데 퀄리티에 비해 비싸네요.,0,0
5820,끈이 다 벗겨져서 as맡겨야 되요 ㅠㅠ 이게뭐에여 좋다고 해서 비싼거 샀는데... 반대쪽도 끊어 질려고 하고,0,0
5848,촉촉한 부분은 만족하는데 제 피부랑 안맞는지 작지만 트러블이 올라와요 ㅜㅜ,0,0
5895,사용설명서 꼬옥~보세요 1분 이내 사용하셔야합니다 고장나요,0,1
5937,작은 서랍장 떨어져서 붙이려고 샀는데 제가 제대로 사용을 못해서 그런지 몰라도 핀이 나무에 안박힙니다 종이 몇 장만 박히고요 ㅠㅠ 잘못산듯합니다,0,0
6011,가격적인 측면에서 상당히 좋고 수량도 넉넉하서 강력하게 추천드립니다.,1,0
6144,상품을 아주작은사이즈로시켰는데 생각보다 엄청커요~ 땡땡해요~잘머겠읍니다,1,1
6315,배송도 빠르고 다 좋은데 완충제 하나 없이 배송와서 그런가 원형이아니고 타원형으로 눌려있고 버킷 사이드는 깨져서 배송왔습니다..,0,0
6476,잘받았오요 잘받았어요 감사합니다잘받았어요 감사합니다잘받았어요 감사합니다잘받았어요 감사합니다잘받았어요 감사합니다,1,0
6555,아이들이 몸이 건조한데 적당히 거품도 나고 좋은거 같아요~~ 좀 더 써봐야 알겠지만요^^ 만족합니다^^,1,1
6697,"아침부터 조립하다가 땀 한바가지 흘림.. 여자혼자하기는 힘들어요 . 다리는 네모인데, 다리 커버는 왜 둥근것으로 했을까요 ? 마감처리도 되지 않아서 톱밥이 떨어져요.",0,0
6713,모유실감 젖꼭지하고 같이 쓰려고 젖병 있는걸로 구매했는데 스펙트라 꼭지도 같이 있어서 좋네요. 단품구매할때보다 유축기 사면서 사니까 더 싼것 같아요. 사이즈 미스로 구매한게 조금 아쉬워요. 유두유륜 크다면 무조건 라지가 정답이네요:,1,0
6750,진짜 화면이랑 똑같아요! 어제 점심때 시켰는데 오늘 아침에 와서 깜짝놀랬어요 ㅋㅋㅋ잘 쓰겠습니다!,1,1
7088,냉면비빔으로도좋지만 송주불냉면 육수랑 같이먹어야 진짜맛있고 다른 비빔류에 매운맛넣고싶을때 고추장대신 넣으면 맛있어요. 떡볶이나 제육볶음 등등,1,0
7131,"지샥.. 배터리 AS 보내면, 4만원 이상인데 배터리까지 7천원에 갈았습니다",1,0
7268,싼게비지떡 배송받고 바로 확인 못해서 몇일 지난뒤에 확인했더니.. 깨져있음 전화번호도 없고 문의글 올려도 피드백 느림 일단 사진 보내라고 해서 보냈더니 답장없음 다른 상품도 구매했는데 원목이 약해서 하다 금감 왜 유선전화가 없는지 알거 같음,0,0
7384,위험 상황을 경험하고 검색하고 샀는데 몆주가 지나도 록 못달고 있어요.. 이러다 아예 못달수도..,1,0
7413,고무망치도 오고 넘 좋아요 다용도실에 에어컨 실외기 놓기 위해서 구매했는데 너무 잘산것 같아요. 아래 부분은 선반으로 쓰고.. 에어컨 설치 하시는분이 앵글보다 헐씬 좋다고 잘사셨다고 하네요,1,0
7467,두번째 구매 효과는 잘몰겠고 조ㅓ아지겠지 하는 심정으로 먹여요,1,0
7483,조립할때 봉사이즈가잘안맞아 끼우기가힘들었어요 교환하려다가 번거러워서 온힘을다해억지로끼워넣었더니 흰가루가다떨어지네요 워낙저렴해서 그냥대충쓰려구요,0,0
7540,총알배송이었어요~ 신랑이 스트랩있는 작은사이즈 먼저사서 오래 잘들고있어요 ~ 이번에 큰사이즈나와서 제가들려고 겟 ㅎ 좋네요~ 역시튼튼 ㅎ 정말 저렴히잘산듯요 감사합니다~,1,1
7558,친구놈 새차에 선물로 사줬는데 마음에 든다고 하네요.. 많이 파세요,1,0
7561,울 강아지 환장합니다 ㅋ 가격대비 좋은간식 대용량 짱이구요 거기다 샘플사료까지 ㅠ 정말 감개무량합니다..번창하세요 사장님,1,0
7566,포장도 꼼꼼하고 싱싱하게 잘왔어요 처음으로 먹는 생 알로에라 아직은 그냥 먹기 불편해 요플레랑 바나나랑 같이 갈아서 먹으니 엄청 맛있네요 꾸준히 한번 먹어 겠어요,1,0
7641,만족합니다 히트텍 주문하면서 배송비때문에 함께 주문한건데 상품 자체도 너무 마음에 들어요신축성좋고 부드럽네요~,1,1
7814,재구매 냉장 냉동물품은 아이스팩으로 따로 포장되서 왔어용 깔끔하게잘왔습니다,1,0
7944,세세하게 상담도 주시고 감사합니다. 너무 마음에 들어요.,1,0
8454,부들부들한 재질과 핏도 괜찮습니다. 다만 생각보다 좀 얇아서 내구성이 아주 오래가지는 않을듯도,1,0
8534,좋아요 매트리스가 딱딱하지 않아서 좋아요. 수납이 많이 되어서 좋고 튼튼해 보여요. 단 수납부분 바닥이 많이 약해요. 조금만 더 세게 고정해 주면 좋겠네요.,1,0
8595,좋아요! 수동 보다는 역시 디지털캘리퍼스라 편리하고 정확해서 좋아요! 써본 제품중에 미스토요가 제일 성능이 좋네요.,1,1
8773,LG 도 삼성도 플라스틱으로 돼 있는 USB는 파손이나 변형이 잘 돼 낭패보기 일쑤였는데 튼튼해보여서 좋네요,1,1
9022,여전히 너무 잘쓰는 중이에요 ◡̈ 이거보다가 작은거울 절대 못봐요 ㅎㅎ,1,0
9115,섭취시 알약이 작은데도 불구하고 얹힌것마냥 더부룩하고 목에 걸린느낌이 지속됨.. 물배만참,0,0
9218,배송 최악. 정말 이 무거운 물품 배송이 잘못되면 진심 짜증,0,0
9228,튼튼하고 좋습니다 하지만 설치하는데 설명처럼 여자혼자 설치하는데 수월하지않습니다. 소음이 많이 발생했고 남편과 둘이서하는데도 쉽지는않았습니다,1,0
9292,아 진짜 날 조절하는거 잘 되지도 않고 날 길이 좀 조절하려고 하면 자꾸 날 분리됨,0,1
9607,재구매 또다시 재구매네요ㅎㅎ향이 머리가ㅜ아프지않아서좋습니다,1,0
9780,정말 안빠지고 시원하네요. 가죽소파는 점점 벗겨지는데 애들은 아직 어리고... 색깔도 마음에 들고 저희집 소파랑도 잘어울려요~ 추워지면 겨울용으로 또 주문할게요~ 감사합니다.,1,1
9919,들뜸과 접착베 화면에남음 사진에 보이는것처럼 접착제가 화면을 가리며 들뜸으로 상단바 안내려오거 딸깍 소리가 납니다. ㄹ ㅎ ㅎ ㄴ,0,0
9928,모유수유중이라 커피를 못마시니 구입해봤는데 그냥 음식탄맛나요ㅠ 누룽지 아예 태워서 못먹는 맛같은.. 원두 느낌 내려고 보리 볶은것같은데 오히려 건강에 안좋을거같은 그냥 보리차 마시려구요,0,0
9980,좋아요 물놀이에 가져가려고 급히 주문했는데 너무 유용하게 잘 썼습니다~ 제일 큰사이즈 구입했는네 의외로 많이 들어가요,1,1
10018,손떨림보정이 없어서 그런지 흔들려서 몇번씩 다시 찍어 확인해야하고 한번에 정확한 거리가 찍힌건 열번에 한번 ㅜㅜ,0,0
10023,제품은 오지도 않았는데 입고라고 뜨고 전화해도 받지도 않고 문의해도 답변도없고....,0,0
10106,여름에 입으려고 린넨을 주문한건데 여름엔 못입겠네요.. 그냥 봄가을용 이라 생각 하심이 좋겠네요. 두껍고 더워요,0,0
10115,딸이 너무 좋아해요:) 레고 인형을 좋아해서 이렇게 인형만 파니까 좋네요,1,1
10158,손톱가위 급하게 필요하여 주문 했는데 배송이 너무 느려 불편했어요.더블하트 손톱가위 제품은 만족 합니다.,1,0
10393,7키로 짜리 하나있으니까 가끔씩 들고 운동하기 좋아요 ㅎㅎ,1,0
10527,스크래치 난 부분 했는데 별로 효과는 없는듯 하네요. 비추천입니다,0,0
10560,재구매 캘리포니아킹 침대사이즈에도 작지 않게 차르르 합니다. 여름이불로 시원할것 같아 기대되네요,1,0
10610,점수에 늘 후한 전데... 선물로 받으신 분이 한 포기 주셔서 먹어봤는데 너무 짜요. 참고로 저는 입맛이 까다롭지 않습니다. 익지 않은걸 감안해도 짜요. 조금만 덜 짜면 정말 맛있었을텐대 아쉽습니다.,0,0
10705,독특하고 따로 크게 자리 잡지 않아서 공간 활용이 좋아요~ 와이어 전구까지 설치 하였더니 분위기가 확사네요~^^,1,1
10789,생각보다 배송이 늦었지만 관절 약한 친정엄마가 마음적으로 위로가 된다며 안먹는거보다 낫다고 하시네요,1,0
10795,불량이 너무 많습니다. 플리커류 각 50개씩(레드제외) 주문했는데 25%가 불량이네요.,0,0
10857,정말 너무너무 귀엽고 예뻐요~~생각보다 얇은데 그래서 더 예뻐요~ 아이랑 꼬마요리사 할때써도 좋을거 같아요~,1,1
10904,"배송빠르고요, 포장도 잘 되어있어요. 아이가 막 갖고 놀기 좋아요, 5살 아인데 입도 움직일 수 있고, 다리도 움직이니 좋아해요",1,0
11202,생각처럼 다리가 길지 않네요. 배송도 박스가 다 구겨지고 본 상품 박스에 택배용지 붙여 보내고. 생각처럼 사용하기가 쉬운건 아니네요,0,0
11343,"ㅎㅎㅎ 포장이 .... 아이스팩이 터져서 안에 얼음이 녹으면서 박스안이 물바다가 됐네요..다행이 제품은 신선한것 같아서 그냥 먹을려구요 ,여러번 시켜먹었는데 이런적은 처음이네요,실수인것 같은데 다음에 포장에 좀더 신경을 기울려주셨으면 해요~",0,0
11367,재구매 두번째 구매인데 주문시 제 착오에 전화주셔서 친절히 응대해주셨네요. 액자도 그림에 맞춰 잘어울리는것들로 보내주셨구요. 앞으로 쭉~ 재구매 할게요~,1,1
11488,유리창깔끔하게닦고물을넉넉히뿌려서바로붙이고사은품주신걸로물기제거하고칼로마무리했는데끝이대부분깔끔하게붙지않네요 제방법이잘못된걸까요 얼마안가떨어지진않을지..,0,0
11497,재구매 일단 수세미라서 친환경이라 재구매해서 잘사용중입니다,1,0
11535,블라인드사이즈 선택시 가로만 상단프레임 기준으로 제작되는방식은 너무 잘못된것같네요... 가로는 상단프레임 세로는 원단....,0,0
11590,별로`~ 쿠션별로 별로 색상도 안찍하고 가격도 안착하고 많이 파세요~~ 다른 쿠션 으로 할껄~~별로,0,1
11766,부피도 작아서 자리를 차지하지도 않고 수시로 할수있어서 아주 좋아요. 나름 허벅지가 뻐근해져오니 운동도 잘되네요,1,0
11772,"포장도 돌돌 말아 잘 왔고, 배송속도 수량 전부 양호했습니다^^ 이 시국엔 좋은 가격이었네요.",1,1
11899,배송빠르고 디자인 좋은데.... 이거 중고나 리퍼재품 보내신건가여? 뜯어서 충전선연결하면서보니 뒷면(배터리)에 스크래치가 있는데 왠지 찝찝하네요 ㅠㅠ,0,0
11960,너무상태안좋아요 다시는 주문안합니다 한송이만 제대로고 나머지는 터지고 썩어왔네요,0,0
12423,재구매 약해요....이틀 착용 했더니 스프링이 튀어나오네요~~,0,1
12577,재구매 손바닥보다 약간 큰 크기라 갖고 다니기 가볍고 편해요!,1,1
12654,집에 고무망치가 있어서 쉽게 조립했어요 ㅎㅎ 없었으면 힘들었을것 같아요 이쁘네요~~,1,1
12770,쫄깃하고 넘 안달고 맛나요^^ 한번 먹을때 넘 많이 먹는게 단점입니다^^,1,1
12802,좋아요!! 친구 선물해줬는데 침대 위에서 안 내려올 거 같대요 ㅋㅋ,1,1
12845,일일 일팩 하는게 넘 쉽지않은데 달바팩은 일주일에 한번만 해도 좋다고 해서 해보려고 구입했어요. 세럼도 만족해서 팩도 기대되네요~~^^,1,1
13075,흡수젤이 바깥으로 다 나와요 이런제품 처음봐요 수유패드 빼고 바로 직수하는데 가슴에도 묻어있어서 초음에 당황했네요 아기가 먹게되면 어쩌려고 이렇게 만들었는지 모르겠네요 밤부비추요,0,0
13165,바람막이를 입고 착용하면 자꾸 팔꿈치 밑으로 미끄러져 내려가요.,0,0
13215,판매자는 묶음배송 되지 않는다고 크게 써 주시길 바랍니다. 2800원짜리 추가로 사고 묶음배송 되지않아 배송비 3000원 내는경우는 처음이네요. 황당,0,0
13225,크기도 생가보다 작고 따로따로가 아니라 다붙어있어서 별루고 다른곳보다 많이 비싸네요,0,0
13252,스칸딕 래빗을 시켰는데 아무런 연락없이 레인으로 바꾸시고 레인일 주시네요 이럴꺼면 디자인 선택 안되고 랜덤 배송이라고 하시지 당황스럽네요.,0,0
13272,배송상태 좋아요. 아직 먹어보지 않았지만 맛있을거 같아요.,1,1
13293,정말좋습니다. 잘사용하고있습니다. 다만 각각에 배송비가 붙는게 이해가 안갈뿐입니다. 상품은 정말 만족합니다.,1,0
13365,키감이 좋고 건전지 사용으로 일일이 충전안해도 되어서 좋습니다. 무게감이 있지만 집에서만 사용할꺼라서 오히려 좋은 듯 하네요.,1,1
13552,으 코스트코에서 산 프리미엄 두루마리는 안잠기네요ㅠㅠ아..좀쓰다가 닫아야할듯,0,0
13760,물건은 둘째치고 포장상태가.너무 안좋네요 비닐작업하시면서 마감을 안하시는지 박스안에 미역이.다 빠졌네요 열어보자머자 기분 상하네요,0,0
13898,금요일 오전 10시 반에 주문 했는데 토요일 아침에 왔어요... 배송 깜짝놀람^^ 화상때문에 흉터가 생겼는데 임산부라 아무흉터연고나 쓸 수가 없어서 이걸로 꾸준히 바르려고 샀습니다. 근데 더안심치약 이라는 것도 넣어주셨어요! 너무 감사합니당^^,1,1
14131,배송 빠르고 너무 좋았는데 돈가츠는 맛이없고 치즈는 너무짜네요 ㅠ아쉬워요,0,0
14239,생각보다 크지만 쓰는데는 지장 없을 듯... 고맙게도 빨강이로 하나 더 넣어 주셨네요. 감사합니다.. 잘 쓸게요.,1,0
14291,"너무 이뻐요. 마감도 좋구, 아이 머리가 정말 앞으로 고꾸라 지지 않아요. 큰아이 한테는 좀 작은감이 있지만, 좋아하면서 잘 사용하네요.",1,0
14315,생각보다 배송이 빨랐어요~ 아직 써보진 않았지만...다른 덴탈마스크보다 비싸니... 그만큼 좋을꺼라 믿어요~,1,1
14323,아무래도 직접 보고 산게 아니라 사진상에 나오는 이미지만 보고 구입해서 그런지 색상이나 이런게 다르네요 배송은 다소 느렸어요,0,0
14373,싱싱한 상태로 배달되서 구웠는데 비린내가 너무 심하네요 ㅠㅠ 쌀뜨물에 담가놔야겠어요 ㅠㅠ,0,0
14638,치즈메이커 하자있는지 바닥이 팽창되어있어서 제대로 못 서고 오뚜기같이 뒤뚱뒤뚱하네요 귀찮아서 그냥쓰지만 별은 뺏어요,0,0
14713,겨드랑이에 싸인펜 같은걸로 숫자써진걸 이제확인 햇네요 잠깐 있고있다 사정상 벗어 놨다 어제 다시 입을려고 하다 확인했다고 딸이 이게 뭐냐고 들고와서 사진 찍었어요올릴테니 확인 답변주세요 경솔하게 구매확정했네요,0,0
14717,몇박스를 시켜먹었는지 모릅니다 박스를 열자마자 무심결에 수를 세어보게 되었는데 두개 부족합니다 지금까지 부족하게 받았다는 소린데 어찌 된일입니까? 고작 두개지만 전에도 그랬을까 싶어서 기분이 상당히 안좋네요,0,0
14784,굿 가격이 착하게 나와서 가끔 쟁여 놓고 먹는것이라 종류별로 냉큼 구매했어요 맛 있게 먹겠습니다,1,1
15121,사이즈가 엄청 크네요.. 움직이고 날라가고.. 그냥 쓸라구요,0,0
15135,올리기가 빡빡하지만 그만큼 잘 지지해줄것 같습니다. 잘 이용하겠습니다.,1,0
15240,홍콩 제니쿠키같은 맛이에요 넘나 맛있음 ㅠㅠ!! 저도먹고 엄마도 보내드렸네용 마니파세요!!!,1,1
15291,진짜 3만원도 아까운데 원래 5만원이라는게 믿기지 않는다. 모든 각도의 구멍 마감이 엉망 안쪽의 내용물이 나온다. 사진은 접사가안되서 한쪽만 첨부함,0,0
15367,이전에 구매했었는데 편해서 다른 제품으로 구매했습니다 배송도 빠르고 구두 라인도 예뻐서 만족합니다!!,1,1
15477,재구매 첨에 써보고 맘에 들어서 두가지 추가 구매했습니다,1,0
15520,뚜껑이 너무 불편해요 어느정도 쓰레기가 차면 뚜껑때문에 불편합니다,0,0
15636,느낌도 세련되고 공간활용도도 좋고 맘에듭니다.좋은제품 감사합니다~^^,1,1
16035,주문상 물건이 오지않고 다른 그릇이왔어요 바빠서 가족이 모르고 박스를 버려서 반품못했어요,0,0
16148,배송은 생각보다 빨리왔는데... 이렇게 보관 박스가 데미지가 너무 심해서 나중에 어떻게 보관해야할지... 보관박스좀 따로 보내 줄순 없나요?? ㅠㅠ,0,0
16738,배송느림. 매뉴얼 전부 중국어라 아쉬워요. 국문형 프린트물이라도 있었으면 좋을뻔...,0,0
16919,배송은 엄청 빨라서 좋았는데 재질이 너무 두꺼워서 더울거 같아요.,0,0
16940,패키지도 고급스럽고 아직 밥 해먹기 전인데 맛있을 것 같아요,1,1
17285,커플로 쓰려고 구매했습니다:) 여자에게는 사이즈가 맞는데 남자한테는 살짝 작네요 음.. 상품 문제는 아닌 것 같지만 후기를 솔직히 남겨봅니다..,1,0
17315,배송은 좋아요. 재고 물어보려고 전화했는데 전화받으시는 분이 그닥 친절하지 않아요. 그리고 나사가 포함되어있지 않네요.,1,0
17578,"배송빠릅니당. 데일리립 뚜껑이 깨져서 왔어요ㅠㅜㅠ 비닐에 포장되어와서 그런가봐요ㅜ.. 그냥 테이프 붙여 사용하려구요, 저렴하게 구매해서 좋아요",1,0
17646,좋아요 아침부터 퇴근할때까지 따뜻해요 저렴한 가격에 샀네요 오염이 살짝있었는데 귀찮아서 그냥 씁니다,1,0
17666,최악 벨러요나ㅏ우아ㅡ다ㅡ냐쿠커ㅑ체기머러러너ㅑ머너커ㅓ져ㅜ뉴처라르ㅡ은냐챠어ㅑ너너냐냐누터녀머배우러ㅑ서,0,0
17869,5개짜리 두개구매해서 하나는 이웃드렸는데요...제옥수수에서 하나는 쉰내나고 알갱이가 군데군데 상해있었구요 쉰내도 좀나구요 하나는 끝부분만 상해 있었어요 멀쩡한거 맛봐보니 솔찍히 그렇게 당도가 높지는 않는거같애요 이웃분께 한봉지 드렸는데...속상하내요,0,0
17964,재구매 빠른배송감사합니다~ 가볍고 좋아요 컵도 있어서 더 좋구요,1,1
17971,리드줄 메고 집안 구경 시켜주니까 애기가 재밌어 합니다~,1,1
18099,재구매 매달구매하는데 포장도 깔끔하고 배송도 빨라서 좋네요,1,0
18112,"인텐스커버를 주문했는데, ""커버""제품이 왔네요. 반품귀찮아서 그냥 쓰렵니다.",0,0
18140,정말 배송만족 상품만족 입니다. .성능도 짱 . .저는 연결하자마자 한글로 나와서 첨에 당황스럽지 않았어요~~~,1,1
18192,배송은 늦고 이용하는데 문제없다고 하자있는 물건을 배송했네요,0,0
18298,빠른 배송감사드려요.... 아주 깔끔하기 포장되어 왔네요^^,1,1
18334,천연샴푸라 뻣뻣할줄 알았는데 향도 굉장히 좋으면서도 잘 감기고 상쾌해서 정말 좋은것 같아요 성분이 좋아서 안심하고 사용하고 있어요~,1,1
18371,특재형 진짜잘쓰고있어요 몇장 안들어서 아깝지만 구매 후회안합니다ㅋㅋ,1,0
18378,잘 쓰고 있어요~ 무난하니 잘 쓰고 있어요~근데 제가 생각했던 느낌은 아니라서 생각보다 자주하진 않아요 ㅋ줄이 얇아서 그런지 티가 별로 안나서 조금 아쉽네요,1,1
18396,"아직 사용 전입니다만 팩 8개 박고 사용하기엔 무리인것 같습니다. 전체적으로 길이가 짧아요. 팩 12개 박고 사용은 억지로 가능할 듯. 다만 전 메인 2m, 사이드 1.2m 사용 예정이라 구입했습니다.",0,0
18408,엄청가볍네요 테팔프라이팬이 있는데그건엄처무거워서 뚜껑도 무거울줄 알았는데 가벼워서 놀랐어요 가벼우니까 웬지 별로 안좋은거같은 느낌 들어요,0,0
18589,"재구매 제꺼하나, 엄마꺼하나 각각 두개 구입했어요 사이즈 적당하고 깔끔해요 - 가성비 너무 좋아요",1,0
18653,모델과 같은 효과를 보지 못함 뽕은 두껍고 들뜨지도 않는데... 현재 쓰고 있는 원x브라보다 효과도 없고 착용감도 별로였음 반품하기 귀찮아..그냥 쓸께요,0,0
18664,"조금 많이 아쉬웠어요 뒷꿈치 부분에 구멍난 양말이 왔고 전체적으로 마감처리가 엉성해요,,",0,0
18854,상품평 좋길래 주문했는데 실망스럽네요 다시마는 너무 두꺼워서 못먹고 곰피는 신선하지 않았어요,0,0
18884,인디 핑크가 핑크 베이지로 왔어요. 뭐죠~ 물 빠진 색. 교환 귀찮아서 기냥 사용히긴 히는데 기분별로.,0,1
19013,블루신청 했는데 검은색 잉크가.. 참나 귀찬아서 그냥쓰는데 신경 좀 쓰시죠,0,0
19072,아기 태어나고 구매했어요. 지금은 산후도우미님 오셔서 사용중이고 나중에 아기 잘때 쓰려구요. 화질좋아요,1,0
19093,원하던 차가 없어서 1만원 추가 결제해 차를 업그레이드 했는데 담배냄새땜에 하루는 문열고 운전했네요.. ㅠㅠ,0,0
