guid,title,label
ynat-v1_train_01917,이번주 뉴스키워드더스 법인카드 개헌안입니다,2
ynat-v1_train_01956,정운천 전북 제 3 금융중심지 신속 추진,1
ynat-v1_train_01956,"정운천 전북 제3금융센터, 발 빠르게 추진",1
ynat-v1_train_01956,정운천 전북 제3금융중심지 신속 추진,1
ynat-v1_train_01967,발레리나 김주원 세종문화회관서 탱고발레 공연,3
ynat-v1_train_01967,"발레리나 김주원, 세종문화회관 탱고발레 공연",3
ynat-v1_train_01967,발레리나 김주원 세종문화회관 탱고발레 공연합니다,3
ynat-v1_train_02000,거래소 고속도로 주유소 석유시장 참여 MOU,2
ynat-v1_train_02000,거래소 고속도로 주유소 석유시장 MOU 참여,2
ynat-v1_train_02000,증권거래소 주유소의 석유 시장 참여 프로토콜.,2
ynat-v1_train_02046,용산공원에 묻다 토론회,2
ynat-v1_train_02046,용산공원 토론회,2
ynat-v1_train_02046,용산공원에 묻는 토론회,2
ynat-v1_train_02305,프로배구 KB손해보험 권순찬 감독과 재계약,5
ynat-v1_train_02305,프로배구 권순찬 감독과 재계약,5
ynat-v1_train_02305,프로배구 KB손해보험 권순찬 감독과 재계약합니다,5
ynat-v1_train_02507,거리 예술의 향연 고양 호수예술축제 49만명 다녀가,3
ynat-v1_train_02507,거리예술향연 고양 호수예술제 49만명 방문,3
ynat-v1_train_02507,거리예술의 향연 고양호수예술제 49만명 찾아와요,3
ynat-v1_train_02530,대림산업 2조2천억원 규모 이란 정유시설 공사계약 해지,1
ynat-v1_train_02530,"대림산업, 2조2000억원 규모 이란 정유공장 건설계약 해지",1
ynat-v1_train_02530,대림산업 2조2천억원 규모 이란 정유시설 공사 계약 해지,1
ynat-v1_train_02579,LG G5 사용자 안드로이드 누가 미리 맛본다,0
ynat-v1_train_02579,LG G5 안드로이드 사전 체험,0
ynat-v1_train_02579,LG G5 사용자 안드로이드 미리 맛보는 사람,0
ynat-v1_train_02662,KT 할인 혜택 2배 더블할인 멤버십 시즌제 도입,3
ynat-v1_train_02662,KT 더블할인 멤버십 시즌제 도입,3
ynat-v1_train_02662,KT할인혜택2배더블할인멤버십시즌제도입합니다,3
ynat-v1_train_02835,폐쇄된 공간에서 펼쳐지는 작가와 독자의 두뇌게임,3
ynat-v1_train_02835,닫힌 공간에서 펼쳐지는 작가와 독자의 두뇌게임,3
ynat-v1_train_02835,닫힌 공간에서 작가와 독자의 두뇌게임,3
ynat-v1_train_03042,SKT 한국서비스품질지수 이동통신 부문 1위,0
ynat-v1_train_03042,SKT 한국서비스품질지수 이동통신부문 1위 입니다.,0
ynat-v1_train_03042,"SKT 한국서비스품질지수, 이동통신 1위",0
ynat-v1_train_03122,최경환 무소속 찍는 것은 야당 찍는 것과 같다,6
ynat-v1_train_03122,최경환 무소속 당선 야권 당선,6
ynat-v1_train_03122,최경환 무소속 의원은 야당 의원에게 투표하는 것과 마찬가지다.,6
ynat-v1_train_03704,신간 버려서 얻은 단 하나의 자유,3
ynat-v1_train_03704,새 책을 버리고 얻은 유일한 자유,3
ynat-v1_train_03704,새 책을 버림으로써 얻을 수 있는 단 하나의 자유,3
ynat-v1_train_03808,김영철 방한 반대하는 자유한국당 의원들,6
ynat-v1_train_03808,김영철 방한 반대 자유한국당 의원들,6
ynat-v1_train_03808,김영철 방한 반대하는 자유한국당 의원들입니다,6
ynat-v1_train_04361,한국당 국회 정개특위 간사에 장제원 의원 선임,6
ynat-v1_train_04361,자유한국당 국회 정개특위 간사에 장재원 의원 선임합니다,6
ynat-v1_train_04361,국회 자유한국당 정치개혁특별위원회 간사로 임명된 장제원 의원,6
ynat-v1_train_04404,이정현 우병우 거취 검찰 조사 끝나고 결정해야,2
ynat-v1_train_04404,"이정현, 우병우 검찰 수사 후 결정해야",2
ynat-v1_train_04404,이정현-우병우 거취 검찰 수사 마무리해야,2
ynat-v1_train_04661,NH농협금융지주 직원 11명 청년이사로 위촉,1
ynat-v1_train_04661,NH농협금융지주 직원 11명 청년이사 위촉,1
ynat-v1_train_04661,NH농협금융지주 직원 11명 젊은 이사 선임,1
ynat-v1_train_04801,문화소식 국립중앙박물관 에트루리아전 무료 관람,3
ynat-v1_train_04801,문화뉴스 국립중앙박물관 에트루리아전 무료관람입니다,3
ynat-v1_train_04801,문화뉴스 국립박물관 에트루리아 전시 무료,3
ynat-v1_train_04834,차세대 통신 5G 전송량 LTE의 5배 속도는 4050배 빨라,0
ynat-v1_train_04834,차세대 통신 5G 전송량 LTE의 5배 속도는 40~50배 빠릅니다.,0
ynat-v1_train_04834,LTE보다 5배 빠른 차세대 통신 5G 전송속도 4050배 빨라,0
ynat-v1_train_05070,공정위 SK에 1년 내 SK증권 주식 전량 팔아라,1
ynat-v1_train_05070,SK증권 주식 1년 내 공정위 SK에 전량 매각,1
ynat-v1_train_05070,"SK, SK증권 주식 1년 내 전량 매각하라",1
ynat-v1_train_05445,슈퍼스타 에드 시런 내년 4월 내한공연,3
ynat-v1_train_05445,에드 시런 내년 4월 내한공연입니다,3
ynat-v1_train_05445,슈퍼스타 에드 시런이 내년 4월 내한공연을 한다,3
ynat-v1_train_05485,국감현장 여야 과학기술 출연연 방만 운영 한목소리 질타종합,6
ynat-v1_train_05485,국감장 여야는 과학기술 공연만 운영하자는 목소리를 질타했다,6
ynat-v1_train_05485,국감현장 여야 과학기술출연연구소만 운영하는 목소리 하나로 비판합니다,6
ynat-v1_train_05486,인스타그램 계정 해킹당해도 재빨리 복구할 수 있다,0
ynat-v1_train_05486,인스타그램 계정이 해킹당해도 빠르게 복구,0
ynat-v1_train_05486,인스타그램 계정이 해킹되어도 빠르게 복구할 수 있습니다,0
ynat-v1_train_05569,특검보고서 공개 갈등 트럼프내들러 80년대부터 오랜 악연,4
ynat-v1_train_05569,특검 보고서 공개 갈등 트럼프 나들러 80년대부터 오랜 악연입니다,4
ynat-v1_train_05569,트럼프 내들러는 1980년대 이후 오랫동안 불화를 겪어왔다,4
ynat-v1_train_05904,트럼프 이스라엘 총선서 또 네타냐후 구하기 나서나,4
ynat-v1_train_05904,"트럼프, 이스라엘 총선에서 네타냐후를 구할 건가요?",4
ynat-v1_train_05904,"트럼프 이스라엘 총선, 네타냐후 구하기 임박",4
ynat-v1_train_06283,게시판 서울서 기술영향평가 공개 토론회,2
ynat-v1_train_06283,게시판 서울서 기술영향평가 공개토론회 개최합니다,2
ynat-v1_train_06283,서울시 기술영향평가 게시판 공개토론회,2
ynat-v1_train_06288,프랑스 이란에 자국 학자들 즉각 석방 요구,4
ynat-v1_train_06288,"프랑스, 이란 학자 즉각 석방 요구",4
ynat-v1_train_06288,"프랑스, 이란에 자국 학자 즉각 석방 요구",4
ynat-v1_train_06365,박지현 여자농구 아시아 U18 대회 주목할 선수에 선정돼,5
ynat-v1_train_06365,여자농구 아시아 18세 이하(U18) 대회에 주목해야 할 선수로 박지현이 선정됐다,5
ynat-v1_train_06365,박지현 여자농구 아시아 U18대회 주목할 만한 선수로 뽑혔습니다.,5
ynat-v1_train_06722,게시판 한은 초등교사 직무연수 참가자 모집,2
ynat-v1_train_06722,"게시판, 한은 초등교사 직무연수 참가자 모집",2
ynat-v1_train_06722,게시판 한은초등교사 직무연수 참가자 모집합니다,2
ynat-v1_train_06811,인사말하는 남궁훈 카카오 게임사업총괄 부사장,0
ynat-v1_train_06811,남궁훈 카카오 게임사업총괄 부사장 인사말,0
ynat-v1_train_06811,남궁훈 카카오게임사업부 부사장 인사말,0
ynat-v1_train_06967,종이책 구입자에게 책이 보이는 오디오북 체험 제공,3
ynat-v1_train_06967,종이책 구매자에게 책을 볼 수 있는 오디오북 체험 제공,3
ynat-v1_train_06967,종이책 구매자에게 책이 보이는 오디오북 체험을 제공합니다.,3
ynat-v1_train_07048,울산대 세계대학 논문 평가서 국내 5위 진입,2
ynat-v1_train_07048,"울산대, 세계대학 논문평가서 국내 5위",2
ynat-v1_train_07048,"울산대, 세계대학 논문평가서 국내 5위 안에 들어요",2
ynat-v1_train_07057,답변하는 이낙연 국무총리 후보자,6
ynat-v1_train_07057,답변드립니다.,6
ynat-v1_train_07057,답변한 이낙연 국무총리 후보자,6
ynat-v1_train_07192,KB국민카드 모바일 채팅으로 카드발급 심사하고 한도 증액,1
ynat-v1_train_07192,KB국민카드 모바일채팅으로 카드발급 심사하여 한도증대합니다,1
ynat-v1_train_07192,"KB국민카드, 모바일 채팅으로 카드 발급 심사, 한도 늘린다",1
ynat-v1_train_07279,일본 스마트폰 시장은 애플 천하,4
ynat-v1_train_07279,일본 스마트폰 시장은 애플 천하입니다,4
ynat-v1_train_07279,애플은 일본의 세계 스마트폰 시장이다,4
ynat-v1_train_07419,MLB 유튜브에 후반기 13경기 생중계 콘텐츠 독점 제공,4
ynat-v1_train_07419,MLB 유튜브 하반기 13경기 생중계 콘텐츠 독점 제공,4
ynat-v1_train_07419,"MLB, 유튜브서 13경기 독점 라이브 콘텐츠 제공",4
ynat-v1_train_07587,포켓몬 고 국내에서 40만 명 이상 설치,2
ynat-v1_train_07587,국내 40만 명 이상 '포켓몬고' 설치,2
ynat-v1_train_07587,"포켓몬 고, 한국에 40만 명 이상의 사람들을 설치하다",2
ynat-v1_train_07617,만화가협회 오늘의 우리만화 5편 선정,3
ynat-v1_train_07617,만화가협회 오늘의 우리 만화 5편 선정합니다,3
ynat-v1_train_07617,만화가협회는 오늘 5개의 한국 만화를 선정했다,3
ynat-v1_train_07684,듀랜트 26점 골든스테이트 밀워키 꺾고 선두 고수종합,5
ynat-v1_train_07684,듀란트 26점 골든스테이트 밀워키 꺾고 선두타자종합,5
ynat-v1_train_07684,"듀란트, 골든스테이트 밀워키 26득점...다카우승",5
ynat-v1_train_08032,메르켈 이란 대통령에게 제재 해제 후 협상은 비현실적,4
ynat-v1_train_08032,메르켈 총리에게 제재 해제 후 협상은 비현실적입니다,4
ynat-v1_train_08032,"이란 메르켈, 제재 해제 협상 현실성 없다",4
ynat-v1_train_08341,헤밍웨이 노인과 바다로 돌아온 소리꾼 이자람,3
ynat-v1_train_08341,헤밍웨이 노인과 바다로 돌아온 가수 이자람,3
ynat-v1_train_08341,헤밍웨이 노인과 바다로 돌아온 소리꾼 이자람입니다,3
ynat-v1_train_08406,장미의 이름 새 옷 입히니 젊은 독자 호응,3
ynat-v1_train_08406,장미의 이름이 새로워서 젊은 독자들이 호응한다,3
ynat-v1_train_08406,장미 이름 새 옷 입히자 젊은 독자 반응 '좋아요',3
ynat-v1_train_08422,대만 총통선거 D1 막판 관전 포인트는 대학생 귀향투표,4
ynat-v1_train_08422,대만 총통선거 D1 막판 관전 포인트는 대학생 귀향 투표입니다,4
ynat-v1_train_08422,대만 총통 선거의 마지막 관전 포인트 D1은 대학생들의 귀국을 위한 투표를 하는 것이다,4
ynat-v1_train_08618,국내 주식형 펀드 나흘 만에 자금 순유출,1
ynat-v1_train_08618,국내 주식형펀드 나흘만에 자금 순유출돼요,1
ynat-v1_train_08618,국내 주식형 펀드에서 4일 만에 자금 순유출,1
ynat-v1_train_08735,관리의 힘 SK 김광현 5이닝 무실점 컨디션 괜찮아...,5
ynat-v1_train_08735,관리의 힘 SK 김광현 5이닝 무실점 컨디션 괜찮아요,5
ynat-v1_train_08735,"SK 김광현, 5이닝 무실점 쾌조...",5
ynat-v1_train_09749,안종범 정책조정수석 지난 주말 조용히 딸 혼사 치러종합,6
ynat-v1_train_09749,안종범 정책조정수석비서관은 지난 주말 조용히 딸의 결혼식을 가졌습니다.,6
ynat-v1_train_09749,"안종범 정책조정수석, 지난 주말 조용히 딸과 결혼",6
ynat-v1_train_09990,러이스라엘 시리아내 외국군 철수 논의 실무그룹 구성 합의,4
ynat-v1_train_09990,러시아 이스라엘 시리아서 외국군 철수 협의 실무반 구성 합의,4
ynat-v1_train_09990,러시아·시리아 외국군 철수 논의 워킹그룹 구성 합의,4
ynat-v1_train_10025,건배하는 김정은시진핑,6
ynat-v1_train_10025,건배합니다.,6
ynat-v1_train_10025,건배한 김정은 시진핑,6
ynat-v1_train_10038,카드수수료율 차별에 대한 질의서,1
ynat-v1_train_10038,카드수수료율차별에 관한 설문지,1
ynat-v1_train_10038,신용카드 수수료 차별 질의서,1
ynat-v1_train_10334,국회에서 열린 정개특위 간담회,6
ynat-v1_train_10334,국회서 열린 정개특위 간담회,6
ynat-v1_train_10334,국회 정치개혁특별위원회 회의,6
ynat-v1_train_10410,환영사하는 이효성,2
ynat-v1_train_10410,이효성을 환영합니다,2
ynat-v1_train_10410,환영사를 하는 이효성,2
ynat-v1_train_10582,그래픽 태풍 탈림 일본 규슈로 방향 틀 듯,3
ynat-v1_train_10582,"그래픽 태풍 탈림, 일본 규슈로 방향을 틀다",3
ynat-v1_train_10582,태풍 '탈림' 일본 규슈로 향할 듯,3
ynat-v1_train_10792,다이아 티비 유튜브 구독자 50만명 창작자 130개팀 확보,2
ynat-v1_train_10792,다이아TV 유튜브 구독자 50만명 크리에이터 130팀 확보합니다,2
ynat-v1_train_10792,다이아 티비 유튜브 구독자 50만명 확보한 크리에이터 130팀,2
ynat-v1_train_10842,벤투호 상승세 한국 축구 FIFA 랭킹 53위로 올해...,5
ynat-v1_train_10842,"벤투호 상승세, 한국 축구 FIFA 랭킹 53위, 올해...",5
ynat-v1_train_10842,벤투호 상승세 올해 한국축구 FIFA 랭킹 53위...,5
ynat-v1_train_10964,법원행정처장 김학의 재정신청 기각 다시 보는 건 부적절,2
ynat-v1_train_10964,"김학의 법원행정처장 재정신청 기각, 더 이상 볼 일 아니다",2
ynat-v1_train_10964,김학의 재정신청 기각 재검토 부적절,2
ynat-v1_train_11180,팀 성적 밀려 신인왕 놓쳤던 최준용 그래도 팀 성적 중요,5
ynat-v1_train_11180,"팀 성적 부진으로 신인왕을 놓친 최준용, 그래도 팀 성적은 중요",5
ynat-v1_train_11180,팀 성적 신인왕 놓친 최준영 그래도 팀 성적 중요,5
ynat-v1_train_11220,재밌는데 안 알려진 한국소설 50편,3
ynat-v1_train_11220,재미있지만 알려지지 않은 한국소설 50편입니다.,3
ynat-v1_train_11220,재미는 있지만 잘 알려지지 않은 한국 소설 50편,3
ynat-v1_train_11809,르포 1분이 1시간 같아 황태도 소방차도 얼어버린 대관령종합,3
ynat-v1_train_11809,보도에 나오는 1분이 1시간인 것 같아요. 황태도 소방차가 꽁꽁 얼어붙어 있어요 대관령,3
ynat-v1_train_11809,보고 1분 1시간 황태도 소방차도 꽁꽁 얼어붙은 대관령 종합전,3
ynat-v1_train_11847,KT 기가 와이파이 홈 가입자 100만 명 돌파,0
ynat-v1_train_11847,KT 기가 와이파이 홈 가입자 100만명 돌파,0
ynat-v1_train_11847,KT 기가 와이파이 가입자 100만 명 돌파,0
ynat-v1_train_11958,베스트셀러 흔한남매 2권 1위 올라,3
ynat-v1_train_11958,베스트셀러 '흔한 남매' 2권 1위,3
ynat-v1_train_11958,베스트셀러 '흔한 남매' 2권 1위 올라요,3
ynat-v1_train_12167,프로농구 현대모비스 인삼공사에 21점 차 대승종합,5
ynat-v1_train_12167,프로농구 현대 모비스 인삼공사가 21점 차로 앞서고 있다,5
ynat-v1_train_12167,프로농구 현대모비스 인삼공사 21점차 대승,5
ynat-v1_train_12293,독일 프리랜서 기자가 만든 세월호 다큐 베를린 등지서 상영,4
ynat-v1_train_12293,독일 프리랜서 기자의 세월호 다큐멘터리가 베를린에서 상영된다,4
ynat-v1_train_12293,독일 프리랜서 기자 세월호 다큐멘터리 베를린 등서 상영,4
ynat-v1_train_12307,교보생명 광화문글판 여름편 좋은 건 사라지지 않는다,3
ynat-v1_train_12307,교보생명 광화문 게시판 여름 편은 사라지지 않는다,3
ynat-v1_train_12307,교보생명 광화문 게시판 여름편 좋아요,3
ynat-v1_train_12752,성인 10명 중 7명 인공지능 비서가 사생활 침해할 수도,0
ynat-v1_train_12752,10명 중 7명 사생활 침해 우려,0
ynat-v1_train_12752,성인 AI 비서 10명 중 7명은 사생활 침해 우려,0
ynat-v1_train_12847,그래픽 MLB 올스타전 내셔널리그 출전 선수,5
ynat-v1_train_12847,그래픽 MLB 올스타전 내셔널리그 선수,5
ynat-v1_train_12847,MLB 올스타전 내셔널리그 선수,5
ynat-v1_train_13080,방통위 장애인용 화면해설방송 재방 비율 축소,2
ynat-v1_train_13080,"방송통신위원회, 장애인 화면해설방송 재생율 인하",2
ynat-v1_train_13080,방송통신위원회 장애인 화면해설방송 재방송 비율 줄인다,2
ynat-v1_train_13088,양양군 일자리 안내시스템 키오스크 구축,2
ynat-v1_train_13088,양양군 고용안내시스템 키오스크 구축입니다.,2
ynat-v1_train_13088,양양군 일자리 정보시스템 키오스크 구축,2
ynat-v1_train_13217,베스트셀러 나의 문화유산답사기 서울편 28계단 상승해 9위,3
ynat-v1_train_13217,베스트셀러 서울 내 문화재 조사 결과 28계단 상승한 9위,3
ynat-v1_train_13217,베스트셀러 나의 문화유산 답사기 서울편 28계단 올라 9위,3
ynat-v1_train_13502,미국관광청 한국인 공략 키워드로 탈출 제시,4
ynat-v1_train_13502,"미 관광청, '한국인 공략' 키워드로 '탈출' 제시",4
ynat-v1_train_13502,미국 관광청은 한국인을 겨냥한 탈출을 키워드로 제시했다,4
ynat-v1_train_13726,멕시코 정부 구스만 탈옥후 작년말 미국 방문은 사실무근,4
ynat-v1_train_13726,멕시코 정부가 지난해 말 구스만의 탈옥 이후 미국을 방문한 것은 사실무근이다,4
ynat-v1_train_13726,멕시코 정부 구스만 탈옥 후 작년 말 미 방문 사실무근,4
ynat-v1_train_13885,공군 탄약고 인근에서 화재,2
ynat-v1_train_13885,공군 탄약고 인근 화재,2
ynat-v1_train_13885,공군 탄약고 근처에서 불이 났습니다,2
ynat-v1_train_13892,법원 2년 전 경기 몰수패 요구한 성남FC 소송 각하,5
ynat-v1_train_13892,"성남FC, 2년 전 경기 몰수 청구 소송 기각",5
ynat-v1_train_13892,"법원, 2년 전 경기 몰수패 요구 성남FC 소송 기각",5
ynat-v1_train_14227,포스코건설 엘시티 더샵 책임준공 약속 반드시 지킬 것,1
ynat-v1_train_14227,포스코건설 LCT 더샵 책임준공 약속 꼭 지키겠습니다,1
ynat-v1_train_14227,포스코E,1
ynat-v1_train_14293,새 일왕 즉위 계기 여성 왕위계승 허용 요구 되살아날 듯,4
ynat-v1_train_14293,새 일왕 즉위를 계기로 여성의 왕위 계승을 허용해야 한다는 요구가 되살아날 것으로 보인다,4
ynat-v1_train_14293,새 일왕 즉위 후 여성 왕위 계승 요구 부활할 듯,4
ynat-v1_train_14340,인터넷진흥원 MS 윈도 원격관리기능 취약점 포착,0
ynat-v1_train_14340,"한국인터넷진흥원(KISA), Microsoft Windows 원격 관리의 취약성 설명",0
ynat-v1_train_14340,"인터넷진흥원, MS 윈도 원격관리 기능 허점 발견",0
ynat-v1_train_14400,홍기택 산업은행 회장 사즉생의 각오로 다시 태어나자,1
ynat-v1_train_14400,"홍기택 산업은행 회장, 삶의 각오로 거듭나자",1
ynat-v1_train_14400,"산은 홍기택 회장, 사즉생 각오로 거듭나요",1
ynat-v1_train_14475,황총리 국민이 체감하는 금융개혁 속도감 있게 해야,6
ynat-v1_train_14475,"황총리, 국민 체감 금융개혁 속도 높여야",6
ynat-v1_train_14475,"황총리 ""국민 체감 금융개혁 속도 내야""",6
ynat-v1_train_14649,첫 3연승한 LG 현주엽 감독 현재 전력 어느 팀에도 ...,5
ynat-v1_train_14649,첫 3연승을 거둔 LG 현주엽 감독은 현재 어느 팀의 힘을 받고 있다...,5
ynat-v1_train_14649,첫 3연승을 거둔 LG 현주엽 감독은 현재 전력 어느 팀에도 말이죠.,5
ynat-v1_train_14729,벤투호의 보물 황인범 내년엔 더 성장할래요,5
ynat-v1_train_14729,벤투호의 보물 황인범 내년엔 더 커진다,5
ynat-v1_train_14729,벤투호의 보물 황인범입니다. 내년에는 더 성장할 것입니다.,5
ynat-v1_train_15259,방송대 청각장애학생 위한 매체강의 자막 서비스 제공,2
ynat-v1_train_15259,한국방송대학교 청각장애학생을 위한 미디어강좌 부제 서비스 제공,2
ynat-v1_train_15259,방송대 청각장애 학생을 위한 미디어 강의 자막 서비스 제공,2
ynat-v1_train_15316,아시안게임 2연패 노리던 한국 남자농구 이란에 막혀 ...,5
ynat-v1_train_15316,아시안게임 2연패를 노리던 한국 남자농구가 이란에 막혀…,5
ynat-v1_train_15316,아시안게임 2연패 노리던 한국 남자농구 이란에 막혀요.,5
ynat-v1_train_15613,선택 4.13 고려인 동포들도 국민으로서 한 표,6
ynat-v1_train_15613,4.13 고려인 동포들도 국민으로 한 표를 행사했다.,6
ynat-v1_train_15613,선택4.13 고려인 동포들도 국민으로서 한 표를 얻었어요,6
ynat-v1_train_15758,홍남기 미래부차관 과기위성 3호 연구용으로 최선 다했다,2
ynat-v1_train_15758,"홍남기 미래부 차관, 과기부 3호 연구용으로 최선을 다했습니다.",2
ynat-v1_train_15758,홍남기 미래부 차관이 과학기술위성 3호 연구를 위해 최선을 다했다.,2
ynat-v1_train_16062,폭우와 함께 마무리되는 아시안게임,5
ynat-v1_train_16062,폭우와 함께 종료되는 아시안 게임입니다.,5
ynat-v1_train_16062,폭우로 끝난 아시안 게임,5
ynat-v1_train_16103,평양정상회담 함께 손 흔드는 남북정상,6
ynat-v1_train_16103,남북 정상이 함께 손을 흔들다,6
ynat-v1_train_16103,평양 정상회담서 손 흔드는 남북 정상,6
ynat-v1_train_16118,게시판 STEPI 414회 과학기술정책포럼,0
ynat-v1_train_16118,게시판 STEPI 제414차 과학기술정책포럼,0
ynat-v1_train_16118,게시판 STEPI 414회 과학기술정책포럼입니다.,0
ynat-v1_train_16169,정동영 선거제도 개혁 없이 개혁입법연대 동참 못 해종합,6
ynat-v1_train_16169,정동영 선거제도 개혁 없이는 개혁입법연대 참여 못해요,6
ynat-v1_train_16169,"정동영, 선거제도 개혁 없이 개혁입법연대 실패",6
ynat-v1_train_16258,택시단체 광화문 화재 택시기사 카풀반대해 분신,2
ynat-v1_train_16258,광화문 화재 택시기사 카풀 반대 분신,2
ynat-v1_train_16258,택시단체 광화문 화재 택시기사 카풀 반대로 분신,2
ynat-v1_train_16311,지상파 중간광고 도입 움직임에 신문협회 특혜 완결판,2
ynat-v1_train_16311,지상파 중간광고 도입 움직임에 신문협회 특혜 완결판입니다,2
ynat-v1_train_16311,지상파 중간광고 도입 움직임 신문협회 특혜종결판,2
ynat-v1_train_16506,그래픽 MLB 디비전시리즈 LA다저스 예상 선발투수,5
ynat-v1_train_16506,"LA 다저스, MLB 디비전시리즈",5
ynat-v1_train_16506,그래픽 MLB 디비전시리즈 LA다저스 예상 선발투수입니다,5
ynat-v1_train_16521,금융투자협회 새 협회장에 권용원 씨 선출종합2보,1
ynat-v1_train_16521,금투협 권용원 신임 협회장 종합2보선,1
ynat-v1_train_16521,신임 금융투자협회 회장에 권용원 회장이 선출됐다. 종합적인 두 단계,1
ynat-v1_train_16652,여행소식 루프트한자 A380으로 인천프랑크푸르트 매일 운항,3
ynat-v1_train_16652,여행 소식입니다 루프트한자 A380으로 인천 프랑크푸르트 매일 운항합니다,3
ynat-v1_train_16652,루프트한자 A380편 인천 프랑크푸르트에서 매일 운항,3
ynat-v1_train_16736,출범 열흘 혁신위 좌초 위기에 바른미래 또다시 내홍 조짐종합,6
ynat-v1_train_16736,출범 10일째를 맞은 혁신위원회가 위기를 맞고 있는 가운데 올바른 미래를 내재화할 조짐이 종합적으로 나타나고 있다,6
ynat-v1_train_16736,출범 10일 혁신위 좌초 위기에 '바른 미래' 다시 내홍 조짐 종합,6
ynat-v1_train_16784,NBA 클리블랜드 감독 교체 후 첫 경기서 6연패 마감,5
ynat-v1_train_16784,NBA 클리블랜드 사령탑 교체 후 첫 경기 6연패,5
ynat-v1_train_16784,NBA 클리블랜드 감독이 바뀐 뒤 첫 경기에서 6연패가 끝났다,5
ynat-v1_train_17163,MBC PD수첩 검사와 금융재벌편 방송금지가처분 기각종합,2
ynat-v1_train_17163,MBC PD수첩검사와 금융재벌편 방송금지 가처분 기각종합,2
ynat-v1_train_17163,MBC PD수첩 감찰 및 금융혁명 방송금지 처분 기각,2
ynat-v1_train_17524,심재철 대학생 학자금 대출이자 경감 입법추진,2
ynat-v1_train_17524,심재철 대학생 학자금 대출이자 경감 입법 추진,2
ynat-v1_train_17524,"심재철, 대학생 학자금 대출이자 감면 입법 추진",2
ynat-v1_train_17729,문 대통령 교육부 업무보고에 앞서,6
ynat-v1_train_17729,문 대통령 교육부 업무보고에 앞서서요.,6
ynat-v1_train_17729,문재인 대통령이 교육부에 업무보고를 하기 전,6
ynat-v1_train_17862,게시판 여성과기인지원센터 잡미팅 데이 개최,2
ynat-v1_train_17862,게시판 여성과학기술인지원센터 워크숍 개최일,2
ynat-v1_train_17862,게시판 여성과학기술자지원센터 잡미팅데이 개최,2
ynat-v1_train_17890,정보보호 해커톤 대상에 MJ 시큐리티 팀,0
ynat-v1_train_17890,MJ보안팀은 정보보호 해커톤의 대상입니다,0
ynat-v1_train_17890,"MJ 보안팀, 정보보호 해커톤 대상 수상",0
ynat-v1_train_18079,소리로 보는 오페라 라 트라비아타 13일 부산 공연,3
ynat-v1_train_18079,오페라 '라 트라비아타' 13일 부산 공연,3
ynat-v1_train_18079,"사운드 라 트라비아타 오페라, 13일 부산서 공연",3
ynat-v1_train_18289,설치미술가 양혜규 10월 재개관 뉴욕 현대미술관 전시,3
ynat-v1_train_18289,설치미술가 양혜규씨가 10월에 다시 문을 엽니다. 뉴욕현대미술관이 전시합니다,3
ynat-v1_train_18289,설치미술가 양혜규 10월 재개관 뉴욕현대미술관 전시,3
ynat-v1_train_18371,MLB서 40년 만에 사이영상 1 2위 투수끼리 개막전 빅뱅,5
ynat-v1_train_18371,MLB 40년 만에 사이영상 12위 투수들의 개막전 빅뱅,5
