guid,title,label
ynat-v1_train_02305,프로배구 KB손해보험 권순찬 감독과 재계약,5
ynat-v1_train_02305,프로배구순KB손해보험 권 찬 감독과 재계약,5
ynat-v1_train_02305,소실 프로배구 KB손해보험 권순찬 감독과 재계약,5
ynat-v1_train_02305,프로배구 KB손해보험 권 찬 감독과순재계약,5
ynat-v1_train_02305,프로배구 KB손해보험 권순찬 감독과 재계약,5
ynat-v1_train_02507,거리 예술의 향연 고양 호수예술축제 49만명 다녀가,3
ynat-v1_train_02507,거리 예술의 향연 대로 고양 호수예술축제 49만명 다녀가,3
ynat-v1_train_02507,거리 예술의 향연 고양 호수예술축제 49만 은근 명 다녀가,3
ynat-v1_train_02507,거리축제예술의 향연 고양 호수예술 49만명 다녀가,3
ynat-v1_train_02507,천수 거리 예술의 향연 고양 호수예술축제 49만명 다녀가,3
ynat-v1_train_02530,대림산업 2조2천억원 규모 이란 정유시설 공사계약 해지,1
ynat-v1_train_02530,대림 설치 산업 2조2천억원 규모 이란 정유시설 공사계약 해지,1
ynat-v1_train_02530,대림산업 2조2천억원 규모 이란 정유시설 계약 해지,1
ynat-v1_train_02530,대림산업 2조2천억원 규모 이란 정유시설 공사계약 해지,1
ynat-v1_train_02530,대림산업 2조2천억원 규모 이란 정유시설 회사 공사계약 해지,1
ynat-v1_train_02579,LG G5 사용자 안드로이드 누가 미리 맛본다,0
ynat-v1_train_02579,LG G5 사용자 안드로이드 누가 미리 맛본다,0
ynat-v1_train_02579,LG G5 사용자미리안드로이드 누가 맛본다,0
ynat-v1_train_02579,LGG5 사용자 안드로이드 누가 미리 맛본다,0
ynat-v1_train_02579,LG G5 사용자 안드로이드 누가 맛본다 미리,0
ynat-v1_train_02662,KT 할인 혜택 2배 더블할인 멤버십 시즌제 도입,3
ynat-v1_train_02662,KT 할인 혜택 2배 더블할인 멤버십 시절제 도입,3
ynat-v1_train_02662,KT 할인 혜택 2배 더블할인 멤버십 시즌 중추 제 도입,3
ynat-v1_train_02662,KT 할인 혜택 2배 더블할인 멤버십 시즌명제 도입,3
ynat-v1_train_02662,KT 할인 혜택 2 더블할인 멤버십 시즌제배도입,3
ynat-v1_train_02835,폐쇄된 공간에서 펼쳐지는 작가와 독자의 두뇌게임,3
ynat-v1_train_02835,폐쇄된 공간에서 펼쳐지는 작가와 독자사이 두뇌게임,3
ynat-v1_train_02835,폐쇄된 공간에서 펼쳐지는 작가와 독자의 두뇌게임,3
ynat-v1_train_02835,폐쇄된 공간에서 연줄 펼쳐지는 작가와 독자의 두뇌게임,3
ynat-v1_train_02835,폐쇄된 공간에서 펼쳐지는 작가 독자의 두뇌,3
ynat-v1_train_03042,SKT 한국서비스품질지수 이동통신 부문 1위,0
ynat-v1_train_03042,SKT 한국서비스품질지수 이동통신 부문 1위,0
ynat-v1_train_03042,SKT 한국서비스됨됨이지수 이동통신 부문 1위,0
ynat-v1_train_03042,한국서비스품질지수 이동통신 부문SKT1위,0
ynat-v1_train_03042,SKT 한국서비스품질지수 이동통신 부문 몫 1위,0
ynat-v1_train_03122,최경환 무소속 찍는 것은 야당 찍는 것과 같다,6
ynat-v1_train_03122,최경환 무소속 찍는 것 은야당 찍는 것과 같다,6
ynat-v1_train_03122,최경환 무소속 찍는 것백금 야당 찍는 것과 같다,6
ynat-v1_train_03122,최경환 무소속 찍는 것은 야당 찍는 것과 백금 같다,6
ynat-v1_train_03122,최경환 무소속 찍는 동정 것은 야당 찍는 것과 같다,6
ynat-v1_train_03704,신간 버려서 얻은 단 하나의 자유,3
ynat-v1_train_03704,신간 버려서 얻은 단 하나의 자유,3
ynat-v1_train_03704,신간 버려서 얻은 단 하나교분 자유,3
ynat-v1_train_03704,신간 버려서 얻은 단 하나의 자주,3
ynat-v1_train_03704,신간 단 하나의 자유,3
ynat-v1_train_03808,김영철 방한 반대하는 자유한국당 의원들,6
ynat-v1_train_03808,김영철 방한 대립하는 자유한국당 의원들,6
ynat-v1_train_03808,김영철 방한 반대하는 자유한국당 의원들,6
ynat-v1_train_03808,닥터 김영철 방한 반대하는 자유한국당 의원들,6
ynat-v1_train_03808,김영철 방한 반대하는 자유한국 당의원들,6
ynat-v1_train_04361,한국당 국회 정개특위 간사에 장제원 의원 선임,6
ynat-v1_train_04361,한국당 국회 정개특위 간사에 장제원 의원 닥터 선임,6
ynat-v1_train_04361,한국당 국회 정개 에 장제원 의원 선임,6
ynat-v1_train_04361,한국당 국회 정개특위 간사에 장제원 의원 선임,6
ynat-v1_train_04361,한국당 국회 정개특위 간사에 장제원 의원 보직,6
ynat-v1_train_04404,이정현 우병우 거취 검찰 조사 끝나고 결정해야,2
ynat-v1_train_04404,이정현 우병우 거취 검찰 조사 끝나고 정량해야,2
ynat-v1_train_04404,이정현 우병우 거취 검찰 조사 끝나고 결정해야,2
ynat-v1_train_04404,이정현 우병우 거취 검찰 조사 끝나고 결정 감찰 해야,2
ynat-v1_train_04404,이정현 검문 우병우 거취 검찰 조사 끝나고 결정해야,2
ynat-v1_train_04661,NH농협금융지주 직원 11명 청년이사로 위촉,1
ynat-v1_train_04661,NH농협금융지주 직원로11명 청년이사 위촉,1
ynat-v1_train_04661,NH농협금융지주 직원 11명 청년이사 위촉,1
ynat-v1_train_04661,NH농협금융지주 직원 11명 청년관리자로 위촉,1
ynat-v1_train_04661,NH농협금융지주 전무 직원 11명 청년이사로 위촉,1
ynat-v1_train_04801,문화소식 국립중앙박물관 에트루리아전 무료 관람,3
ynat-v1_train_04801,문화소식 국립중앙에트루리아 박물관전 무료 관람,3
ynat-v1_train_04801,소식 국립중앙박물관 에트루리아전 관람,3
ynat-v1_train_04801,문화소식 국립중앙박물관 전 무료 관람,3
ynat-v1_train_04801,문화 논 소식 국립중앙박물관 에트루리아전 무료 관람,3
ynat-v1_train_04834,차세대 통신 5G 전송량 LTE의 5배 속도는 4050배 빨라,0
ynat-v1_train_04834,차세대 통신는5G 전송량 LTE의 5배 속도 4050배 빨라,0
ynat-v1_train_04834,차세대 통신 5G 전송량 LTE의 5배 속도 4050배는빨라,0
ynat-v1_train_04834,차세대 통신 5G 전송량 LTE의 배 속도는 4050배5빨라,0
ynat-v1_train_04834,차세대 통신 5G 전송량 LTE의 5배 페이스는 4050배 빨라,0
ynat-v1_train_05070,공정위 SK에 1년 내 SK증권 주식 전량 팔아라,1
ynat-v1_train_05070,공정위 SK에 1년 내 SK증권 주식 전량 팔아라,1
ynat-v1_train_05070,공정위 SK 에1년 내 SK증권 주식 전량 팔아라,1
ynat-v1_train_05070,공정위 에SK 1년 내 SK증권 주식 전량 팔아라,1
ynat-v1_train_05070,공정위 SK에 1년 내 SK 서류 증권 주식 전량 팔아라,1
ynat-v1_train_05445,슈퍼스타 에드 시런 내년 4월 내한공연,3
ynat-v1_train_05445,슈퍼스타 에드 시런 내년 4월 내한작위,3
ynat-v1_train_05445,슈퍼스타 에드 시런 내년 4월 내한공연,3
ynat-v1_train_05445,슈퍼스타 에드 시런 상연 내년 4월 내한공연,3
ynat-v1_train_05445,슈퍼스타 에드 시런 내년 4월 내한상연,3
ynat-v1_train_05485,국감현장 여야 과학기술 출연연 방만 운영 한목소리 질타종합,6
ynat-v1_train_05485,국감현장 여야 과학기술 연 방만 운영 한목소리 질타종합,6
ynat-v1_train_05485,국감현장 타 과학기술 출연연 방만 운영 한목소리 질여야종합,6
ynat-v1_train_05485,국감현장 여야 과학기술 출연연 방만 운영 목소리 질타종합,6
ynat-v1_train_05485,국감현장 여야 과학기술 출연연 방만 운영 한목소리 질 공동 타종합,6
ynat-v1_train_05486,인스타그램 계정 해킹당해도 재빨리 복구할 수 있다,0
ynat-v1_train_05486,인스타그램 계정 퍼센트 해킹당해도 재빨리 복구할 수 있다,0
ynat-v1_train_05486,인스타그램 계정 해킹 명 당해도 재빨리 복구할 수 있다,0
ynat-v1_train_05486,인스타그램 계정 해킹당해도 재빨리 복원할 수 있다,0
ynat-v1_train_05486,해킹당해도 재빨리 복구할 수 있다,0
ynat-v1_train_05569,특검보고서 공개 갈등 트럼프내들러 80년대부터 오랜 악연,4
ynat-v1_train_05569,특검보고서 공개 갈등 들러내트럼프 80년대부터 오랜 악연,4
ynat-v1_train_05569,특검보고서 공개 트럼프 갈등내들러 80년대부터 오랜 악연,4
ynat-v1_train_05569,특검보고서 대하 공개 갈등 트럼프내들러 80년대부터 오랜 악연,4
ynat-v1_train_05569,특검보고서 공개 갈등 트럼프내들러 80년대부터 오랜 악연,4
ynat-v1_train_05904,트럼프 이스라엘 총선서 또 네타냐후 구하기 나서나,4
ynat-v1_train_05904,트럼프 이스라엘 총선서 또 네타냐후 구하기 나서나,4
ynat-v1_train_05904,트럼프 이스라엘 서책 총선서 또 네타냐후 구하기 나서나,4
ynat-v1_train_05904,트럼프 이스라엘 총선서 또 네타냐후 구 총선거 하기 나서나,4
ynat-v1_train_05904,트럼프 이스라엘 총선교과서 또 네타냐후 구하기 나서나,4
ynat-v1_train_06283,게시판 서울서 기술영향평가 공개 토론회,2
ynat-v1_train_06283,게시판 서 기술영향평가 토론회,2
ynat-v1_train_06283,게시판 서울서 기술영향평가 공개 토론회,2
ynat-v1_train_06283,게시판 서울서공개기술영향평가 토론회,2
ynat-v1_train_06283,게시판 서울 서기술영향평가 공개 토론회,2
ynat-v1_train_06288,프랑스 이란에 자국 학자들 즉각 석방 요구,4
ynat-v1_train_06288,프랑스 이란요구 자국 학자들 즉각 석방 에,4
ynat-v1_train_06288,프랑스 이란에 자국 학자부지 즉각 석방 요구,4
ynat-v1_train_06288,프랑스 이란에 자국 학자들 즉각 석방 요구,4
ynat-v1_train_06288,프랑스 이란 자국 학자들 즉각 석방 요구,4
ynat-v1_train_06365,박지현 여자농구 아시아 U18 대회 주목할 선수에 선정돼,5
ynat-v1_train_06365,박지현 여자농구 아시아 U18 의회 주목할 선수에 선정돼,5
ynat-v1_train_06365,박지현 정도 여자농구 아시아 U18 대회 주목할 선수에 선정돼,5
ynat-v1_train_06365,박지현 여자농구 아시아 U18 대회 주목할 선수에 선정돼,5
ynat-v1_train_06365,박지현 여자농구 U18 대회아시아주목할 선수에 선정돼,5
ynat-v1_train_06722,게시판 한은 초등교사 직무연수 참가자 모집,2
ynat-v1_train_06722,게시판 한은 초등교사 직무연수 참가자 모집,2
ynat-v1_train_06722,게시판 한은 연수교사 직무초등 참가자 모집,2
ynat-v1_train_06722,게시판 한 기도 은 초등교사 직무연수 참가자 모집,2
ynat-v1_train_06722,게시판 한은 초등교사 직무연수 참가자 징병,2
ynat-v1_train_06811,인사말하는 남궁훈 카카오 게임사업총괄 부사장,0
ynat-v1_train_06811,인사말 남궁훈 카카오 게임사업총괄 부사장,0
ynat-v1_train_06811,인사말하는 사냥감 남궁훈 카카오 게임사업총괄 부사장,0
ynat-v1_train_06811,인사말하는 남궁훈 카카오 게임사업총괄 부사 산업 장,0
ynat-v1_train_06811,인사말하는 남궁훈 카카오 게임사업총괄 부사장,0
ynat-v1_train_06967,종이책 구입자에게 책이 보이는 오디오북 체험 제공,3
ynat-v1_train_06967,종이책 자색 구입자에게 책이 보이는 오디오북 체험 제공,3
ynat-v1_train_06967,종이책 구입보라색에게 책이 보이는 오디오북 체험 제공,3
ynat-v1_train_06967,종이제공 구입자에게 책이 보이는 오디오북 체험 책,3
ynat-v1_train_06967,종이책 자에게 책 보이는 오디오북 체험,3
ynat-v1_train_07048,울산대 세계대학 논문 평가서 국내 5위 진입,2
ynat-v1_train_07048,울산 세계대학 논문 평가서 국내 5위 진입,2
ynat-v1_train_07048,울산대 세계대학 논문국내평가서 5위 진입,2
ynat-v1_train_07048,울산대 세계대학 논문 평가서 국내 진입위 5,2
ynat-v1_train_07048,울산대 세계대학 논문 평가 국내 5위 진입,2
ynat-v1_train_07057,답변하는 이낙연 국무총리 후보자,6
ynat-v1_train_07057,답변하는 회답 이낙연 국무총리 후보자,6
ynat-v1_train_07057,답변 이낙연하는국무총리 후보자,6
ynat-v1_train_07057,답신하는 이낙연 국무총리 후보자,6
ynat-v1_train_07057,답변하는 이낙연 응답 국무총리 후보자,6
ynat-v1_train_07192,KB국민카드 모바일 채팅으로 카드발급 심사하고 한도 증액,1
ynat-v1_train_07192,KB국민카드 정한 모바일 채팅으로 카드발급 심사하고 한도 증액,1
ynat-v1_train_07192,KB국민카드 모바일 채팅 카드 심사하고 한도 증액,1
ynat-v1_train_07192,KB국민카드 모바일 채팅으로 카드발급 탐지하고 한도 증액,1
ynat-v1_train_07192,KB국민카드 모바일 채팅으로심사카드발급 하고 한도 증액,1
ynat-v1_train_07279,일본 스마트폰 시장은 애플 천하,4
ynat-v1_train_07279,일본 스마트폰 시장은 애플 천하,4
ynat-v1_train_07279,일본 스마트폰 시장 애플 천하,4
ynat-v1_train_07279,스마트폰 시장은 애플 천하,4
ynat-v1_train_07279,일본 천하 시장은 애플 스마트폰,4
ynat-v1_train_07419,MLB 유튜브에 후반기 13경기 생중계 콘텐츠 독점 제공,4
ynat-v1_train_07419,MLB 유튜브에 후반기 13시합 생중계 콘텐츠 독점 제공,4
ynat-v1_train_07419,MLB 유튜브에 후반기 13경기 생중계 콘텐츠 독점 제공,4
ynat-v1_train_07419,MLB 유튜브에 후반기 13경기 주 생중계 콘텐츠 독점 제공,4
ynat-v1_train_07419,MLB 유튜브에 후반기 13도 생중계 콘텐츠 독점 제공,4
ynat-v1_train_07587,포켓몬 고 국내에서 40만 명 이상 설치,2
ynat-v1_train_07587,포켓몬 고 국내 40만 이상 설치,2
ynat-v1_train_07587,포켓몬 아래 국내에서 40만 명 이상 설치,2
ynat-v1_train_07587,포켓몬 고 국내에서 명 이상 설치,2
ynat-v1_train_07587,장치 포켓몬 고 국내에서 40만 명 이상 설치,2
ynat-v1_train_07617,만화가협회 오늘의 우리만화 5편 선정,3
ynat-v1_train_07617,만화가협회 근래의 우리만화 5편 선정,3
ynat-v1_train_07617,만화가의 오늘협회 우리만화 5편 선정,3
ynat-v1_train_07617,만화가협회 오늘의 우리만화 5편 선정,3
ynat-v1_train_07617,협회만화가오늘의 우리만화 5편 선정,3
ynat-v1_train_07684,듀랜트 26점 골든스테이트 밀워키 꺾고 선두 고수종합,5
ynat-v1_train_07684,듀랜트 26점 골든스테이트 밀워키 꺾고 선두 고수종합,5
ynat-v1_train_07684,듀랜트 골든점 26스테이트 밀워키 꺾고 선두 고수종합,5
ynat-v1_train_07684,듀랜트 26 골든스테이트 밀워키 꺾고 선두점고수종합,5
ynat-v1_train_07684,이목구비 듀랜트 26점 골든스테이트 밀워키 꺾고 선두 고수종합,5
ynat-v1_train_08032,메르켈 이란 대통령에게 제재 해제 후 협상은 비현실적,4
ynat-v1_train_08032,메르켈 이란 에게 제재대통령해제 후 협상은 비현실적,4
ynat-v1_train_08032,메르켈 이란 대통령에게 제재 해제 후 은협상 비현실적,4
ynat-v1_train_08032,메르켈 이란 대통령에게 제재 해제 후 협상은 비현실적,4
ynat-v1_train_08032,메르켈 이란 대통령에게 제재 해제 후 협상비현실적 은,4
ynat-v1_train_08341,헤밍웨이 노인과 바다로 돌아온 소리꾼 이자람,3
ynat-v1_train_08341,헤밍웨이 노인과 바다로 돌아온 가락꾼 이자람,3
ynat-v1_train_08341,헤밍웨이 노인돌아온 바다로 과 소리꾼 이자람,3
ynat-v1_train_08341,헤밍웨이 노인과 바다로 돌아온 소음꾼 이자람,3
ynat-v1_train_08341,헤밍웨이 노인과 바다로 돌아온 언어꾼 이자람,3
ynat-v1_train_08406,장미의 이름 새 옷 입히니 젊은 독자 호응,3
ynat-v1_train_08406,장미의 이름 새 옷 입히니 젊은 독자 호응,3
ynat-v1_train_08406,의 이름 새 옷장미입히니 젊은 독자 호응,3
ynat-v1_train_08406,장미의 이름 새 연줄 옷 입히니 젊은 독자 호응,3
ynat-v1_train_08406,장미의 호응 새 옷 입히니 젊은 독자 이름,3
ynat-v1_train_08422,대만 총통선거 D1 막판 관전 포인트는 대학생 귀향투표,4
ynat-v1_train_08422,대만 총통선거 D1 막판 관전투표포인트는 대학생 귀향,4
ynat-v1_train_08422,대만 총통선거 D1 막판 포인트는 대학생 귀향투표,4
ynat-v1_train_08422,대만 총통선거 D1 결국 막판 관전 포인트는 대학생 귀향투표,4
ynat-v1_train_08422,대만 총통선거 D1 막판 관전 학생 포인트는 대학생 귀향투표,4
ynat-v1_train_08618,국내 주식형 펀드 나흘 만에 자금 순유출,1
ynat-v1_train_08618,국내 만에형 펀드 나흘 주식 자금 순유출,1
ynat-v1_train_08618,국내 주식형 펀드 유출 만에 자금 순나흘,1
ynat-v1_train_08618,국내 주식형 펀드 나흘 만에 자금 순유출,1
ynat-v1_train_08618,국내 주식형 나흘 만에 자금 순유출,1
ynat-v1_train_08735,관리의 힘 SK 김광현 5이닝 무실점 컨디션 괜찮아...,5
ynat-v1_train_08735,관리의 힘 SK 김광현 5이닝 무실점 컨디션 괜찮아...,5
ynat-v1_train_08735,관리의 SK 김광현 5이닝 무실점 컨디션 괜찮아...,5
ynat-v1_train_08735,관리의 돕 SK 김광현 5이닝 무실점 컨디션 괜찮아...,5
ynat-v1_train_08735,관리의 성원 SK 김광현 5이닝 무실점 컨디션 괜찮아...,5
ynat-v1_train_09749,안종범 정책조정수석 지난 주말 조용히 딸 혼사 치러종합,6
ynat-v1_train_09749,안종범 정책조정수석 지난 주말 조용히 딸 처녀 혼사 치러종합,6
ynat-v1_train_09749,안종범 정책조정수석 주말 조용히 딸 혼사 치러종합,6
ynat-v1_train_09749,안종범 복합 정책조정수석 지난 주말 조용히 딸 혼사 치러종합,6
ynat-v1_train_09749,안종범 정책조정수석 지난 주말 딸 조용히 혼사 치러종합,6
ynat-v1_train_09990,러이스라엘 시리아내 외국군 철수 논의 실무그룹 구성 합의,4
ynat-v1_train_09990,러이스라엘 시리아내 외국군 철수 논의 실무 합의,4
ynat-v1_train_09990,러이스라엘 시리아내 외국군 철거 논의 실무그룹 구성 합의,4
ynat-v1_train_09990,러이스라엘 시리아내 외국군 철수 논의 실무그룹 구성 합의,4
ynat-v1_train_09990,러이스라엘 시리아내 군 논의 실무그룹 합의,4
ynat-v1_train_10025,건배하는 김정은시진핑,6
ynat-v1_train_10025,건배하는 김정은시진핑,6
ynat-v1_train_10025,건배하는시진핑김정은,6
ynat-v1_train_10025,건배 김정은시진핑,6
ynat-v1_train_10025,시진핑하는 김정은건배,6
ynat-v1_train_10038,카드수수료율 차별에 대한 질의서,1
ynat-v1_train_10038,수수료율 차별에 대한 질의서,1
ynat-v1_train_10038,카드수수료율 철에 대한 질의서,1
ynat-v1_train_10038,카드수수료율 차별서 대한 질의에,1
ynat-v1_train_10038,카드수수료율 에 대한 질의서,1
ynat-v1_train_10334,국회에서 열린 정개특위 간담회,6
ynat-v1_train_10334,국회에서 열린 정개특위 정신 간담회,6
ynat-v1_train_10334,국회에서 열린 정개특위 심신회,6
ynat-v1_train_10334,국회에서 회의 열린 정개특위 간담회,6
ynat-v1_train_10334,에서 열린 정개특위 간담회,6
ynat-v1_train_10410,환영사하는 이효성,2
ynat-v1_train_10410,환영사하는이 효성,2
ynat-v1_train_10410,환영사하는 이 식견 효성,2
ynat-v1_train_10410,환영 식견 사하는 이효성,2
ynat-v1_train_10410,환영사하는 효성,2
ynat-v1_train_10582,그래픽 태풍 탈림 일본 규슈로 방향 틀 듯,3
ynat-v1_train_10582,그래픽 태풍 탈림 일본 규슈로 향기 틀 듯,3
ynat-v1_train_10582,법 그래픽 태풍 탈림 일본 규슈로 방향 틀 듯,3
ynat-v1_train_10582,그래픽 태풍 탈림 일본 규슈로 방향 틀 듯,3
ynat-v1_train_10582,그래픽 태풍 탈림 일본 듯로 방향 틀 규슈,3
ynat-v1_train_10792,다이아 티비 유튜브 구독자 50만명 창작자 130개팀 확보,2
ynat-v1_train_10792,다이아 티비 유튜브 구독자 50만명 독창자 130개팀 확보,2
ynat-v1_train_10792,티비 다이아 유튜브 구독자 50만명 창작자 130개팀 확보,2
ynat-v1_train_10792,다이아 티비 유튜브 구 담보 독자 50만명 창작자 130개팀 확보,2
ynat-v1_train_10792,다이아 티비창작유튜브 구독자 50만명 자 130개팀 확보,2
ynat-v1_train_10842,벤투호 상승세 한국 축구 FIFA 랭킹 53위로 올해...,5
ynat-v1_train_10842,벤투호 위로 한국 축구 FIFA 랭킹 53상승세 올해...,5
ynat-v1_train_10842,벤투호 상승세 한국 풋볼 FIFA 랭킹 53위로 올해...,5
ynat-v1_train_10842,벤투호 상승세 한국 축구 FIFA 랭킹 53위로 올해 풋볼 ...,5
ynat-v1_train_10842,벤투호 상승세 한국 축구 FIFA 랭킹 53... 올해위로,5
ynat-v1_train_10964,법원행정처장 김학의 재정신청 기각 다시 보는 건 부적절,2
ynat-v1_train_10964,법원행정처장 김학의 재정신청 기각 다시 건 부적절,2
ynat-v1_train_10964,법원행정처장 김학의 재정신청 기각 다시 보는 건 부적절,2
ynat-v1_train_10964,법원행정처장 재정신청 기각김학의다시 보는 건 부적절,2
ynat-v1_train_10964,법원행정처장 김학의 재정신청 기각 다시 보는 병기 부적절,2
ynat-v1_train_11180,팀 성적 밀려 신인왕 놓쳤던 최준용 그래도 팀 성적 중요,5
ynat-v1_train_11180,팀 성적 밀려 신인왕 놓쳤던 최준용 그래도 팀 성적 중요,5
ynat-v1_train_11180,짝 성적 밀려 신인왕 놓쳤던 최준용 그래도 짝 성적 중요,5
ynat-v1_train_11180,팀 성적 밀려 신인 놓쳤던 최준용 그래도 팀 성적 중요,5
ynat-v1_train_11180,패 성적 밀려 신인왕 놓쳤던 최준용 그래도 패 성적 중요,5
ynat-v1_train_11220,재밌는데 안 알려진 한국소설 50편,3
ynat-v1_train_11220,재밌는데 동아리 안 알려진 한국소설 50편,3
ynat-v1_train_11220,재밌는데 안 알려진 한국소설 50편,3
ynat-v1_train_11220,재밌는데 안 알려진 한국소설 편,3
ynat-v1_train_11220,재밌는데 안 알려진 속 한국소설 50편,3
ynat-v1_train_11809,르포 1분이 1시간 같아 황태도 소방차도 얼어버린 대관령종합,3
ynat-v1_train_11809,르포 1분이 1시간 같아 황태도 소방차도 얼어버린 대관령복합,3
ynat-v1_train_11809,결합 르포 1분이 1시간 같아 황태도 소방차도 얼어버린 대관령종합,3
ynat-v1_train_11809,르포 1분이 1시간 공동 같아 황태도 소방차도 얼어버린 대관령종합,3
ynat-v1_train_11809,르포 1분이 1시간 같아 황태도 소방차도 버린 대관령종합,3
ynat-v1_train_11847,KT 기가 와이파이 홈 가입자 100만 명 돌파,0
ynat-v1_train_11847,KT 기가 와이파이 홈 가입자 100만 명 돌파,0
ynat-v1_train_11847,KT 기가 와이파이 홈 가입자 100만 명,0
ynat-v1_train_11847,KT 기가 와이파이 홈 가입자 100만 호령 돌파,0
ynat-v1_train_11847,KT 만기가 와이파이 홈 가입자 100만 명 돌파,0
ynat-v1_train_11958,베스트셀러 흔한남매 2권 1위 올라,3
